,가수,곡명,가사,장르,발매일
83,거미,혼자만 하는 사랑,"한번만 날 봐달라고
늘 네 앞에 먼저 서 있었는데
마주치는 너의 눈을 그녀가 가려
나를 볼 수 없나 봐
기다릴 수 있다고
네 옆에 그녈 버리라고
혼자 겁내며
가슴만 움켜쥐고
아무 말도 못 하는
마음만 앞선 사랑에
너의 뒤에서 쳐다만 보나봐
혼자만 하는 사랑이
어쩌면 지루해질까
네 못난 버릇들만 찾으려 애써도
단 하루라도 너의 곁에 있는
그녀가 나이기를 어느새 기도해
잊어내야 한다고
꼭 잊어내고 말 거라고
지키고 싶은 약속해 보는데
참기 힘든 잠처럼
두 눈을 감은 꿈처럼
나도 내 맘을 막을 순 없나 봐
혼자만 하는 사랑이
어쩌면 지루해질까
네 못난 버릇들만 찾으려 애써도
단 하루라도 너의 곁에 있는
그녀가 나이기를 어느새 기도해
변한 사랑에 언제라도
네가 올 수 있기를
늘 준비 해보고 기다리고
아픈 이별에 하루라도
편히 쉴 수 있기를 꼭 내 품에
잠들 수 있기를
혼자만 하는 사랑이
언제쯤 끝나 버릴까
눈물이 키워내는
욕심이 커져서 가끔 나도 모르게
힘이 들고 지칠 땐 잠시라 해도
니 곁에 다가가
날 기대고 싶어","발라드, R&B/Soul",2005.09.01
84,SG 워너비,꿈의 대화 (R&B Soul ver.),"땅거미 내려앉아 어두운 거리에
가만히 너에게 나의 꿈 들려주네

조용한 호수가에 아무도 없는 곳에
우리의 나무집을 둘이서 짓는다

외로움이 없단다 우리들의 꿈속에
서러움도 없어라 너와 나의 눈빛엔
마음 깊은 곳에서 우리 함께 나누자
너와 나만의 꿈의 대화를

외로움이 없단다 우리들의 꿈속에
서러움도 없어라 너와 나의 눈빛엔
마음 깊은 곳에서 우리 함께 나누자
너와 나만의 꿈의 대화를

외로움이 없단다 우리들의 꿈속에
서러움도 없어라 너와 나의 눈빛엔
마음 깊은 곳에서 우리 함께 나누자
너와 나만의 꿈의 대화를 -",R&B/Soul,2005.09.09
85,가비엔제이,그래도 살아가겠지,"널 잊을만큼 멀리왔다고
나 웃을만큼 편해졌다고
매일 착각해봤어 많이 다짐해봤어
왜 내 맘처럼 쉽진 않는지

아프지 말고 행복하라고
네 품에 안아주던 그 날도
아직 남아있잖아 너무 선명하잖아
누를수록 자꾸 커져가는 니가 있잖아

살아볼께 힘들어도 나 그래볼게
그리워도 두 번 다시 사랑할 수 없다면
너무 서둘러 가진마 감당 할 자신없어
두려워도 잊어볼게 나 그래볼게

널 버린거라 위로해봐도 oh yeah
울다가 지쳐 잠이 들어도
아직 남아있잖아 너무 선명하잖아
누를수록 자꾸 커져가는 니가 있잖아

살아볼께 힘들어도 나 그래볼게
그리워도 두 번 다시 사랑할 수 없다면
너무 서둘러 가진마 감당 할 자신없어
두려워도 잊어볼게 나 그래볼게

많이 사랑했었나봐
내 입술이 널 부르잖아
이제 그만 보내야만 하는데

왜 아이처럼 울며 보채도 안되는지
날 다그쳐 봐도 다 소용없잖아
다른 사랑이 찾아와도

살아볼게 힘들어도 나 그래볼께
그리워도 두 번 다시 사랑할 수 없다면
너무 서둘러 가진마 감당 할 자신없어
두려워도 잊어볼게 나 너무 보고싶어도
사랑해도 참아볼게 나 이젠 -",R&B/Soul,2005.11.11
86,동방신기 (TVXQ!),Rising Sun (순수),"Now I cry under my skin
하늘을 향해 간 나의 눈물로 만든 비가
대지에 내려도 세월에 박힌 내 아픔을 씻어가도

No! 용서 내겐 절대적인 사치
No! 표적 없이 날아간 길을 잃은 분노
No! 나 미련 같은 말로 기도하는 속죄
No! Here I go, Come back!

힘을 잃어버린 날개
재가 되어 버릴 것만 같은 날들
비상하리란 꿈의 파편들로 맞은
나의 아침엔 반짝임이 없는데

진실은 누구라도 갖고 있는 것
하지만 보여준 얼굴엔 거짓뿐인걸
영원에 남겨진 나를 찾는가?

나를 닮아 가슴 안에 가득 차
커져가는 Innocent
불꽃은 밝게 타오르게
마지막이 찬란한 노을처럼
(I'm) waiting for Rising sun

Now burn my eyes
Sun comes up blowing the fog
Never lies to be your mind
Got to be a true

내 갈 길이 101 깨달음에 깨달음에
도달할 수가 없는 게 현실인걸
나의 태양 앞에 부끄럽지 않게
I just try me and now

정말 혼돈에 끝은 어딜까?
Somebody talks
매일 같은 답은 아냐
절망 행복의 밑그림 일까?
Somebody talks
시간만이 아는 해답

인생은 마치
끝없는 궤도를 달리는 별 같아
마치 수많은 질문과 해답을 찾아가
미완성의 그림을 그려가는 것
(Do) you know why?

이 시간은 언제나 흘러가
돌아오지 않는다는 것을 잘 알아
하루하루 후회를 남겨 두지마
고독이 낳은 분노마저 삼켜봐
고단해진 슬픔의 눈물에서
실현되는 행복의 가치를 믿어봐

시련들이 내민 손에 작은 입맞춤
고난의 뜰에 핀 나의 순수함
아무것도 정한 건 없겠지만
매일 새로운 날이 계속 될 테니까

나를 닮아 가슴 안에 가득 차
커져가는 Innocent
불꽃은 밝게 타오르게
마지막이 찬란한 노을처럼
(I'm) waiting for Rising sun

정말 혼돈에 끝은 어딜까
Somebody talks
매일 같은 답은 아냐
절망 행복의 밑그림 일까
Somebody talks
시간만이 아는 해답

Rise up! Rise up!
 ",댄스,2005.09.12
87,박상민,눈물잔,"나처럼 말하고 나처럼 웃네요
그댄 나를 너무 많이 닮았죠
말하지 않아도 마음을 읽네요
그런 그댈 이제 내가 떠나죠

내가 그대에게 미안할까봐
가는 이유조차 묻지 않네요
내가 사랑한 사람
나보다 더 나를 잘 알죠

그대 없으면 나는 무너지겠지만
너무 보고 싶겠지만 슬프지 않아요
힘들 때마다 눈물로 잔을 채울때마다
얼마만큼 사랑했는지 기억할테니까

나처럼 가깝고 나처럼 편해서
가끔씩은 그댈 잊고 살아도
밤이면 길어진 내 그림자처럼
변함없이 나의 뒤에 있었죠

아무것도 잘해 준 것 없는데
결국 눈물밖에 준 것 없는데
내가 사랑한 사람
바보처럼 날 따라왔죠

그대 없으면 나는 무너지겠지만
너무 보고 싶겠지만 슬프지 않아요
힘들때마다 눈물로 잔을 채울때마다
얼마만큼 사랑했는지 기억할테니까

마지막으로 부탁 하나만 해도 될까요
다른 사람 만나게 되면 천천히 닮아요 -",발라드,2005.03.23
88,동방신기 (TVXQ!),Hi Ya Ya 여름날,"Beautiful ocean bright Just You and
I In your eyes I can feel heavenly paradise.
don't be afraid of what you feel Inside
That's OK You don't have to cry yourself.

I'll give you word Only one love You know
no one can make one happy as the way you do.
Baby that's the true love(my love) As always
I'm here Baby This is our world

눈부신 태양아래
그대와 단둘이서 (둘이서)
작은 배낭을 메고
함께 길을 떠나요 (떠나요)

달리는 창 밖으로
펼쳐진 푸른 바다 (내 곁에)
내 곁엔 어느새 잠든
천사를 닮은 너

Dancing in summer paradise
사랑해 hi ya ya ya-
여름날 우리 추억을 평생 간직해
표현이 서툴고 어색할지 몰라도
""널 사랑해"" forever come with me-

하얀 백사장 위로
걸어오는 너 (오는 너)
너무나 눈부신 모습
바라 볼 수가 없어(그대와)

시원한 바람 맞으며
단둘이 거닐 땐 (See my smile)
가쁘게 뛰는 내 마음
들릴까 걱정돼 (till the end of time)

Dancing in summer paradise
사랑해 hi ya ya ya-
여름날 우리 추억을 평생 간직해
표현이 서툴고 어색할지 몰라도
""널 사랑해"" forever come with me-

십년이 지나도 이 모습 이대로
변함없이 그대 항상 내 곁에
있었음 정말 좋겠어 (till the end of time)

Always be happy together
사랑해 hi ya ya ya-
끝없이 펼쳐진채 우릴 축복해

Dancing in summer paradise
너를 사랑해 hi ya ya ya-
여름날 우리 추억을 평생 간직해
표현이 서툴고 어색할지 몰라도
""널 사랑해"" forever come with me-",댄스,2005.06.20
89,이소은,닮았잖아,"꿈속에서 네 손을 잡는
나의 헛된 상상이
아직도 그려져 잠을 설치고
땀에 젖은 채 다시 잠들어
아침엔 아무 일 없는 듯
담담하게 일어나 운동하고
거울 속 얼굴에 묻은
내 눈물의 흔적을 없애려 세수를 해
하지만 너는 남아 있어
너의 웃음소리가 들려
어떻게 해도 지워낼 수가 없는 걸
날 예뻐하던 너의 마음이
아직도 내 속에 사는 것 같은데
우리 왜 헤어졌니 정말
닮았잖아 너무 행복했었잖아
아무리 노력해도 널 내 꿈속에서
버릴 수 없을 것만 같아
I'm missing you
계속 생각나는 걸
평생 함께하자는 그 약속
아직도 나에겐 떠나지 않아
이렇게 아파하며 살아가
너의 웃음소리가 들려
어떻게 해도 지워낼 수가 없는 걸
날 예뻐하던 너의 마음이
아직도 내 속에 사는 것 같은데
우리 왜 헤어졌니 정말
닮았잖아 너무도 행복했었잖아
아무리 노력해도 너를
나의 꿈속에서 버릴 수가 없어",발라드,2005.04.27
90,엠씨더맥스 (M.C the MAX),사랑은 아프려고 하는 거죠,"눈부신 햇살이 밤하늘에 뜨면
그때는 우리 둘 이별해도 돼요
저 모든 별이 사라지면 잊을 수 있겠죠

내 눈물이 모여 바다가 되는 날
그때는 내 마음 변할 수도 있죠
한 여름날에 눈이 오면 보내줄 수 있죠

사랑해 사랑해 사랑해 사랑해..

듣고 있나요 이 노랠 빌려
힘들다고 와달라고 떼써봐요
다시 엇갈린대도 더욱 아파진대도 괜찮죠

살아 있단 건 아픈 거겠죠
사랑이란 아프려고 하는 거죠
그대 없이 사는 법 나는 알지 못해서
하루 더 조금 더 오늘 더 그댈 사랑할께요

시간이 앞으로 또 흘러가는 한
그대 한 사람만 난 사랑하겠죠
바라보고 바라보면 닿을 수 있겠죠

사랑해 사랑해 사랑해 사랑해..

살아있단 건 아픈 거겠죠
사랑이란 아프려고 하는 거죠
그대 없이 사는 법 나는 알지 못해서
하루 더 조금 더 오늘 더 그댈 사랑할께요

사랑하는게 왜 죄가 되나요
내 마음만은 마음대로 안되죠
나 잘한 거라고 잘 보낸 거라고
또 내가 나를 위로하고
미워하고 기다리고 울어요

이 하늘 아래 변한 건 없죠
태어나고 태어나도 그대겠죠
그댈 돌아서는 법 나는 알지 못해서
하루만 조금만 오늘만 그댈 기다릴께요 -",발라드,2005.11.23
91,홍경민,Tonight,"아름다운 그녀가 워- 나에게로 다가와
흔들리는 머릿결 워-나의 숨이 멎는다
수많은 남자들의 모든 시선도
그녀의 마음을 잡을순 없어 (착각하지마)

오 그대 오늘밤에 나에게로 와
타오르는 나의 곁으로
나 아닌 누구도 그대의 사랑
소유할수 없어

그대 다른 곳을 보지마
지금 나의 눈을 바라봐
그 누구도 막을 수 없어
우리의 사랑을 워-

그녀 내게 다가와 워- 나의 손을 잡는다
마치 꿈을 꾸듯이 워- 사랑을 속삭인다
수많은 남자들의 모든 시선도
그녀의 마음을 잡을순 없어 (착각하지마)

오 그대 오늘밤에 나에게로 와
타오르는 나의 곁으로
나 아닌 누구도 그대의 사랑
소유할수 없어

그대 다른 곳을 보지마
지금 나의 눈을 바라봐
그 누구도 막을 수 없어 우리의 사랑을 워-

아름다운 그녀가 워- 나의 곁을 스쳐가
상상에서 깨어나 워-그녀 뒤를 따라가

오 그대 오늘밤에 나에게로 와
타오르는 나의 곁으로
나 아닌 누구도 그대의 사랑 소유할수 없어

그대 다른 곳을 보지마
지금 나의 눈을 바라봐
그 누구도 막을 수 없어 우리의 사랑을 워-",록/메탈,2004.12.17
92,나얼,언젠가는,"젊은 날에 젊음을 모르고
사랑할 땐 사랑이
보이지 않았네
하지만 이제 뒤돌아보니
우린 젊고 서로
사랑을 했구나
눈물 같은 시간의 강위에
떠내려 가는 건
한 다발의 추억
이렇게 이제 뒤돌아 보니
젊음도 사랑도
아주 소중했구나
언젠가는 우리 다시 만나리
어디로 가는지
아무도 모르지만
언젠가는 우리 다시 만나리
헤어진 모습 이대로
젊은 날에 젊음을 잊었고
사랑할땐 사랑이
흔해만 보였네
하지만 이제 생각해 보니
우린 젊고 서로
사랑을 했구나
언젠가는 우리 다시 만나리
어디로 가는지
아무도 모르지만
언젠가는 우리 다시 만나리
헤어진 모습 이대로",R&B/Soul,2005.01.08
93,KCM,은영이에게,"아시겠죠 마지막인걸
당신은 내곁에 없네요
늘 주기만 했던 여린 그댈 위해서
나 이렇게 편지를 쓰네요

그댈 만난 그 순간부터
나에게는 행운이였죠
화장을 안해도 쉽게 토라진데도
내 눈에는 예쁘기만 했죠

그댄 아직 모르고 있나봐요
영원히 그대곁에 나 있을거란걸
잊으라는 그런 말은
하지 말아줘요 울지 말고 날 봐요
 
사랑해요 처음부터 그댈 사랑했어요
운명이 날 허락해주질 않는다 해도
나 일생을 그댈 위해 다 드릴꺼예요
나는 그대 것이죠
이미 나는 없어요 영원히-

나와 함께했던 추억도
기억을 지워 드릴께요
다 잊을수 있게 내가 간직할께요
나보다 더 아파할테니까
 
떠나가도 이게 끝은 아니죠
언제나 내 가슴에 살아 있을테니
알잖아요 그대는 내 전부라는걸
내 안에 커다란 빛이 되줘요-

사랑해요 처음부터 그댈 사랑했어요
운명이 날 허락해주질 않는다 해도
나 일생을 그대 위해 다 드릴꺼예요
나는 그대것이죠
이미 나는 없어요 영원히-
 
처음부터 그댈 사랑했어요
운명이 날 허락해주지 않는다해도
다음 사랑 내 사랑은 오직 그대이죠
숨이 멎는다해도
나를 잊지 말아요 사랑해요-


 ",발라드,2004.09.07
94,익스,잘 부탁드립니다 (CF - 한국야쿠르트 산타페 EX편),"안녕하세요
적당히 바람이 시원해
기분이 너무 좋아요 유후

끝내줬어요
긴장한 탓에 엉뚱한 얘기만
늘어놓았죠 바보같이

한잔했어요
속상한 마음 조금 달래려고 나 이뻐요
기분이 좋아요 아싸 알딸딸한게
뿅뿅가네요 몰라요

이 정도로 나왔어도 즐겁잖아요
한번의 실수쯤은 눈감아 줄 수는 없나요
나난나난 나난나나 노래나 할까요
더 잘할 수 있었는데
It's a beautiful day

좀 쌀쌀하네요
차가운 바람이 휙 가슴을 쓰네요 아프게
걱정은 안해요
이젠 익숙해질때도 되버린거죠
한 두번도 아닌데

울어도 되나요
가끔은 혼자 펑펑 울고 털고 싶어요
이젠 괜찮아요 딱 한잔만 더 할께요
잘 부탁드립니다

이 정도로 나왔어도 즐겁잖아요
한번의 실수쯤은 눈감아 줄 수는 없나요
나난나난 나난나나 노래나 할까요
더 잘할 수 있었는데
It's a beautiful day

나- 나- beautiful day

이 정도로 나왔어도 즐겁잖아요
한번의 실수쯤은 눈감아 줄 수는 없나요
나난나난 나난나나 노래나 할까요
더 잘할 수 있었는데
It's a beautiful day

안녕히 계세요
지금까지 제 얘길 들어줘 정말 고마워요
잘 부탁 드립니다 -",록/메탈,2005.10.18
95,거북이,빙고 (아싸),"아 싸
Ladies and gentlemen
아싸 또 왔다 나
아싸 또 왔다 나
기분 좋아서 나
노래 한 곡 하고
하나 둘 셋 넷
터질것만 같은
행복한 기분으로
틀에 박힌 관념
다 버리고 이제 또
맨 주먹 정신
다시 또 시작하면
나 이루리라 다
나 바라는대로
지금 내가 있는
이 땅이 너무 좋아
이민따위 생각한 적도
없었고요
금 같은 시간
아끼고 또 아끼며
나 비상하리라
나 바라는대로
산속에도 저 바다속에도
이렇게 행복할 순
없을거야 랄랄랄라
구름타고 세상을 날아도
지금처럼 좋을 수는
없을거야 울랄랄라
모든게 마음 먹기 달렸어
어떤게 행복한 삶인가요
사는게 힘이들다 하지만
쉽게만 살아가면
재미없어 빙고
거룩한 인생
고귀한 삶을 살며
부끄럼 없는
투명한 마음으로
이내 삶이 끝날
그 마지막 순간에
나 웃어보리라 나
바라는대로 빙고
아싸 또 왔다 나
기분 좋아서 나
노래 한 곡 하고
하나 둘 셋 넷
한치앞도 모르는
또 앞만보고 달리는
이 쉴새없는 인생은
언제나 젊을 수 없음을
알면서도 하루하루
지나가고 또
느끼면서 매일매일
미뤄가고
평소 해보고
싶은 가보고 싶은
곳에 단 한 번도
못가는 이 청춘
산속에도 저 바다속에도
이렇게 행복할 순
없을거야 랄랄랄라
구름타고 세상을 날아도
지금처럼 좋을 수는
없을거야 울랄랄라
모든게 마음 먹기 달렸어
어떤게 행복한 삶인가요
사는게 힘이 들다 하지만
쉽게만 살아가면
재미없어 빙고
피할 수 없다면 즐겨봐요
힘들다 불평하지만 말고
사는게 고생이라 하지만
쉽게만 살아가면
재미없어 빙고
거룩한 인생
고귀한 삶을 살며
부끄럼 없는
투명한 마음으로
이내 삶이 끝날
그 마지막 순간에
나 웃어보리라
나 바라는대로 빙고
아싸 또 왔다 나
기분 좋아서 나
노래 한 곡 하고
하나 둘 셋 넷
아싸 빙고",댄스,2004.11.12
96,전혜빈,2 A.M (2:00am),"HI 너의 입술 Woo 미치겠어
baby steppin steppin
찐하게 kissin kissin

넌 나의 손짓 woo 거부못해
baby steppin steppin(steppin)
내게로 조금 더 step it down

이 순간 가만히 down with me
조금 조금씩 come in me
여기 너만의 come and get me
just take me now

내게로 steppin steppin steppin up
이대로 내 어깰 잡고 feel me up
내게로 jumpin jumpin jumpin up
날 미치게 oh no -

조금 더 shake it shake it shake it up
조금 더 내 허릴 잡고 흔들어
조금 더 jumpin jumpin jumpin up
조금 더 느낌을 줘

내게 와 망설이지마
이미 나 빠져 들어가
너의 눈빛에 날 잊어
조금씩 녹아 드는 널 느껴
내게 와 망설이지마
이미 나 빠져들어가 oh oh -

Now 너의 모습 Woo 갖고 싶어
baby steppin steppin
I wanna pumpin pumpin
넌 땀에 젖어 Woo 다가오네
baby steppin steppin(steppin)
이대로 사랑에 빠져 bounce

이 순간 가만히 down with me
조금 천천히 low in me
여기 너만의 come and get me
one two now

내게로 steppin steppin steppin up
이대로 내 어깰 잡고 feel me up
내게로 jumpin jumpin jumpin up
날 미치게 oh no

조금 더 shake it shake it shake it up
조금 더 내 허릴 잡고 흔들어
조금 더 jumpin jumpin jumpin up
조금 더 느낌을 줘

내게 와 망설이지마
이미 나 빠져 들어가
너의 눈빛에 날 잊어
조금씩 녹아 드는 널 느껴
내게 와 망설이지마
이미 나 빠져들어가
oh oh oh oh -",댄스,2005.09.22
97,슈가,현명한 이별,"다시 돌아와 흔들지 말고
없는 사랑을 이어가지 말고
더 나쁜 모습 보기 전에 이쯤에서 끝내

애써 힘든 척 하지도 말고
누굴 붙잡고 하소연도 말고
아주 간단히 나를 버려 그게 너 답잖아
이미 바닥까지 내려간 우리 사이를 인정해
서로가 자꾸만 상처받는 일 사실은 원치 않잖아

너를 사랑해서 아파해서 정말 미안해 
네 맘에 쏙 들게도 못해줘서 정말 미안해
더 이상 널 맞춰가며 버틸 자신이 없어
그만 편하게 서로를 놓아줘


누구 잘못을 탓하지 말고
누가 해준 걸 따지지도 말고
처음 우연히 만났듯이 우연히 헤어져
아픈 가슴 되짚다 보면 미워할지도 몰라
너와 나 죽도록 사랑한만큼 추억은 간직해야지

너를 사랑해서 아파해서 정말 미안해 
네 맘에 쏙 들게도 못해줘서 정말 미안해
더 이상 널 맞춰가며 버틸 자신이 없어
그만 편하게 서로를 놓아줘

타인이 된다는 걸 자연스럽게
받아들일 수 있다면 이별이 어렵지 않을 거야

너를 사랑해서 아파해서 너무 좋았어
적어도 혼자인 게 아니라서 정말 좋았어
한동안 힘들겠지만 밤새워 울겠지만
우리 사랑은 여기까지야 -",댄스,2005.09.23
98,나윤권,기대,"나 먼저 돌아서야 하는데
괜찮은 척 웃고 있는데
내 가슴은 싫다고 붙잡으라고
눈물을 만들어
사랑한다 말하던 입술이
나만 담던 예쁜 두 눈이
이젠 내가 미운지
나 아닌 곳만 보려 하는 너
내 욕심이 자꾸만 자라서
너의 자릴 밀어낸 걸 모르고
너만 탓하고 투정만 부린 걸
왜 사랑은 한 발 느린지
겁이 나 강하지 못한 나
너 없인 무엇도 아닌 나
이 맘속에 너 하나만 안고
알고 살아온 날
알잖아 너 밖에 없는 날 알잖아
니가 나의 하늘이던 그 날에
안겨 울고 웃던 나처럼
다시 사랑할 수 있도록 해줘
아무것도 바라지 않는데
그저 곁에 있어주면 되는데
날 다 버려도 너만 믿어주면
나 뭐든지 할 것 같은데
겁이나 강하지 못한 나
너 없인 무엇도 아닌 나
이 맘속에 너 하나만 안고
알고 살아온 날
알잖아 너 밖에 없는 날 알잖아
네가 나의 하늘이던 그 날에
안겨 울고 웃던 나처럼
다시 한 번 내게 기회를 줘
기억하니 마주 잡은
두 손 안의 약속을
바다가 마르고 별이 잠들 날까지
그 어떤 일이 우릴 갈라 놓아도
I do I'll always be with you
사랑해 난 이 마음 변하지 않아
잠시 세상에 널 빌려 준거라
생각하고 기다릴테니
다시 돌아온단 한마디면 돼",발라드,2005.10.27
99,클래지콰이,She Is,"숨겨왔던 나의
수줍은 마음 모두 네게 줄께(예이예예~)
차가운 나를 움직이는
너의 미소
닫혀있던 나의 어두운 마음 모두 네게 열께
(예이예예~)
지독한 내게 의미를 준 너의 사랑
처음엔 알수없던
너만의 향기가 느껴져
시간이 흐를수록
나는 변하고 변하네
오~ 내 세상 가득 빛은 내리고~
She is the girl She is the one
모든건 너로 인해 변해~(음~워어)
숨겨왔던 나의
수줍은 마음 모두 네게 줄께(예이예예~)
차가운 나를 움직이는 너의 미소

처음엔 알수없던
너만의 향기가 느껴져
세상은 니가있어 변해~
Let it change
닫혀 있던 나의
어두운 마음 모두 네게 열께(엔~예이예예~)
지독한 내게 의미를 준 너의 사랑
숨겨왔던 나의
수줍은 마음 모두 네게 줄께(예이예예~)
차가운 나를 움직이는 너의 미소
닫혀있던 나의
어두운 마음 모두 네게 열께(예이예예~)
지독한 내게 의미를 준 너의 사랑
(예~예~)차가운 내게 온기를 준 너의 미소","일렉트로니카, 국내드라마",2005.06.15
100,SG 워너비,내 사람: Partner For Life,"내 가슴 속에 사는 사람
내가 그토록 아끼는 사람
너무 소중해 마음껏
안아보지도 못했던
누구에게나 흔한 행복
한번도 준 적이 없어서
맘 놓고 웃어본 적도 없는
그댈 사랑합니다
내가 기쁠 때나 슬플 때나
함께 울고 웃어주던
그댈 위해 내가 할 수 있는건
뭐든 해주고 싶어
안녕 내사랑 그대여
이젠 내가 지켜줄게요
못난 날 믿고 참고
기다려줘서 고마워요
안녕 내사랑 그대여
영원토록 사랑할게요
다시 태어나서 사랑한대도
그대이고 싶어요
어두운 밤 길을 잃어도
서로 등불이 되어주고
비바람 몰아쳐도
지금 잡은 두손 놓지 말아요
내가 힘들 때나 아플 때나
내 곁에 있어준 그대
미안하단 말로 고맙단 말을
대신 하던 나였죠
안녕 내사랑 그대여
이젠 내가 지켜줄게요
못난 날 믿고 참고
기다려줘서 고마워요
안녕 내사랑 그대여
영원토록 사랑할게요
다시 태어나서 사랑한대도
그대이고 싶어요
넘어지고 몇 번을
다시 넘어진다 해도
그대만 있다면
다시 일어날 수 있는데
안녕 내사랑 그대여
이젠 내가 지켜줄게요
못난 날 믿고 참고
기다려줘서 고마워요
안녕 내사랑 그대여
이렇게 그댈 부를 때면
너무 행복해서
눈물이 나죠 사랑해요",R&B/Soul,2006.04.08
101,백지영,사랑 안해,"그럴려고 그랬어 돌아가려고
너의 차가움엔 그래 다 이유 있었던거야
나를 만지는 너의 손길 없어진
이제야 깨닫게 되었어 네맘 떠나간 것을

설마하는 그런 미련 때문에
그래도 나는 나를 위로해
나 이제 이러는 내가 더 가여워
이제라도 널 지울꺼야 기억의 모두를

이제 다시 사랑안해 말하는 난 너와 같은 사람
다시 만날 수가 없어서 사랑할 수 없어서
바보처럼 사랑 안해 말하는 널 사랑한다
나를 잊길바래 나를 지워줘

바보처럼 몰랐어 너희 두 사람
아직 기억하려던 그건 그래 다 욕심이야
다짐했건만 매일 아침 눈을 떠
지나간 너에게 기도해 나를 잊지 말라고

제발 지금 내가 바라는 하나
내 얘길 너무 쉽게 하진마
차라리 나를 모른다고 말해줘
시간지나 알게 될꺼야 내 사랑의 가치를

이제 다시 사랑안해
말하는 난 너와 같은 사람
다시 만날 수가 없어서 사랑할 수 없어서
바보처럼 사랑안해 말하는 널 사랑한다
나를 잊길 바래 나를 지워줘

내가 없는 내가 아닌 그 자리에 사랑 채우지마
혹시 만날 수가 있다면 사랑 할 수 있다면
아프잖아 사랑한 널 지켜보며 사랑한단
그 말 한마디를 하지 못해서",발라드,2006.03.30
102,씨야,여인의 향기,"잘 지내 보여요 그대 얼굴은
날 잊고 잘 사는 듯 하죠
그런 그대가 얼마나 미운지
얼마나 서운했는지
난 겁이 많아서 혼자란게 싫어서
그대 없이 난 안되네요
머리는 그댈 쉽게 잊어내도
가슴은 그댈 다시 데려오네요
사랑했었나 봐 지우지 못하나 봐
힘들었던 일들만 떠올려도
좋았던 기억만 다시 찾아와
나를 더 아프게 하죠
어떡하나요 사랑하고 싶은데
죽을 만큼 너무 보고 싶은데
세상에 가장 하고픈 말 애써
참아볼게요
가슴 아파도 나 웃네요
눈물이 많아서 가슴이 참 약해서
웃는 법도 잘 몰랐는데
그대 때문에 행복을 배웠고
그대 때문에 사랑을 알았는데
사랑했었나 봐 지우지 못하나 봐
힘들었던 일들만 떠올려도
좋았던 기억만 다시 찾아와
나를 더 아프게 하죠
어떡하나요 사랑하고 싶은데
죽을 만큼 너무 보고 싶은데
세상에 가장 하고픈 말
그대를 사랑해요
이제는 그만 됐다고
잊어줄 때도 된 것만 같다고
두 눈이 먼다면 심장이
멈추면 될까요
사랑했던 만큼 그리워한 날 만큼
그댈 보내주는 것도 힘든데
내가 얼마나 더 잊어야 하죠
얼마나 더 아파야죠
멀어져 가지만 다시는 못 보지만
그댈 위한 내 마지막 선물은
그대 편히 갈 수 있도록 애써
웃어보인 일
오늘도 그대 행복에 살죠",발라드,2006.02.24
103,버즈,남자를 몰라,"매번 늦어도 이해 할게
누굴 만났니
먼저 묻지 않을게
고집스런 내 사랑
너의 말은 변명이라도
믿고 싶을테니
눈 비비는척 눈물 닦아내고
다음 약속도
잡을 이유 만들지
네 맘보다 한숨과 친해져도
널 보기위해 난 사니까
수없이 어긋난대도 기다릴게
아무리 가슴아파도 웃어볼게
떠나선 안돼
서둘러 저버리진 마
날 밀어내도
깊어지는 이 사랑을 봐
내 입을 막아도
세상이 다 아는데
왜 너만 몰라
왜 널 지킬 남자를 몰라
잊어보려고 해도 소용없어
하루도 못 가
너만 또 찾는 나인걸
혼자가 더 좋다는 슬픈 네 말
눈물이 자꾸 지워버려
수없이 어긋난대도 기다릴게
아무리 가슴아파도 웃어볼게
떠나선 안돼
서둘러 저버리진 마
날 밀어내도
깊어지는 이 사랑을 봐
내 입을 막아도
세상이 다 아는데
왜 너만 몰라
왜 널 지킬 남자를 몰라
네 맘에 누가 있든 괜찮아
한번쯤 못 이긴 척 돌아봐
보여줄게 더 많아
쉽게 보낼 수 없어
가지마
널 원해야만
견뎌내는 내 가슴이야
날마다 울어도
볼 때마다 행복해
왜 너만 몰라
왜 강한 내 사랑을 몰라",록/메탈,2006.04.24
