,가수,곡명,가사,장르,발매일
302,원더걸스,Nobody,"You Know I still Love You Baby
And it will never change
I want nobody nobody But You
I want nobody nobody But You
난 다른 사람은 싫어
니가 아니면 싫어
I want nobody nobody
nobody nobody
난 싫은데 왜 날 밀어내려고 하니
자꾸 내 말은 듣지 않고
왜 이렇게 다른 남자에게
날 보내려 하니
어떻게 이러니
날 위해 그렇단 그 말
넌 부족하다는 그 말
이젠 그만해 넌 나를 알잖아
왜 원하지도 않는 걸 강요해
I want nobody nobody But You
I want nobody nobody But You
난 다른 사람은 싫어
니가 아니면 싫어
I want nobody nobody
nobody nobody
I want nobody nobody But You
I want nobody nobody But You
난 다른 사람은 싫어
니가 아니면 싫어
I want nobody nobody
nobody nobody
난 좋은데 난 행복한데
너만 있으면 돼 더 바랄게 없는데
누굴 만나서 행복하란 거야
난 널 떠나서 행복할 수 없어
날 위해 그렇단 그 말
넌 부족하다는 그 말
말이 안 되는 말이란 걸 왜 몰라
니가 없이 어떻게 행복해
I want nobody nobody But You
I want nobody nobody But You
난 다른 사람은 싫어
니가 아니면 싫어
I want nobody nobody
nobody nobody
I want nobody nobody But You
I want nobody nobody But You
난 다른 사람은 싫어
니가 아니면 싫어
I want nobody nobody
nobody nobody
I don't want nobody body
I don't want nobody body
나는 정말 니가 아니면
니가 아니면 싫단 말야 아
I want nobody nobody But You
I want nobody nobody But You
난 다른 사람은 싫어
니가 아니면 싫어
I want nobody nobody
nobody nobody
I want nobody nobody But You
I want nobody nobody But You
난 다른 사람은 싫어
니가 아니면 싫어
I want nobody nobody
nobody nobody
Back to the days
when we were so young
and wild and free
모든게 너무나 꿈만 같았던
그 때로 돌아가고 싶은데
왜 자꾸 나를 밀어내려 해
why do you push me away
I don't want nobody nobody
Nobody nobody but you",댄스,2008.09.22
303,MC몽,"서커스 (Feat. 임유경 - 달래 음악단 , ＄howgun)","찬바람 불 때 내게 와 줄래
세상이 모질게 그댈 괴롭힐 때
신나게 놀자 웃자 한바탕
하 하 하 하 하 하
이 밤이 다 할 때까지
일명 악바리
나 돈벌이에 충실했던
예능계의 별이요
까불대던 몽이요
빛 따라 흔들흔들
따라갔던 딴따라
초심을 잃지 말고
음악하란 벌이다
관객들은 제페토
몽이는 피노키오
가끔은 대중을
속고 속이는 피노키오
거짓과 진실 그대들의 답이요
길고 짧은 건
눈대중으로 대충 키 높이요
Ready get set go
대포로 발사
온 몸을 날려 버리고
Ready get set go
대포로 발사
눈물을 날려 버리고
아무리 뻔뻔한
시츄에이션 엇갈리더라도
Just have some fun
Show's Just begun 4번째 앨범
몽이와 함께
서커스에 모두 Welcome
찬바람 불 때 내게 와 줄래
세상이 모질게 그댈 괴롭힐 때
신나게 놀자 웃자 한바탕
하 하 하 하 하 하
이 밤이 다 할 때까지
전 국민 좌절금지
프로젝트 서커스
음악에 오직 그대만을
비춘 포커스
일등과 꼴찌 승자와 패자
칼이라도 뽑았으면
무라도 베자
눈물조차 아까워서
메마른 사람들
방 한 칸에 허덕여서
가난한 사람들
시련에 쓰린 상처
통곡한 사람들
전국민 좌절금지
프로젝트 서커스
Ready get set go
대포로 발사
온 몸을 날려 버리고
Ready get set go
대포로 발사
눈물을 날려 버리고
어차피 인생은
시트콤 누가 뭐라건
자기 밥그릇은
정해져 있는 법
Show's Just begun 4번째 앨범
몽이와 함께
서커스에 모두 Welcome
찬바람 불 때 내게 와 줄래
세상이 모질게
그댈 괴롭힐 때
신나게 놀자 웃자 한바탕
하 하 하 하 하 하
이 밤이 다 할 때까지
더 이상 울지 말아요
기가 막힌 세상 아픔은 잊어요
시간 맞춰 꼭 늦지 마세요
어서 모이세요
신나는 몽이 유랑단
찬바람 불 때 내게 와 줄래
세상이 모질게
그댈 괴롭힐 때
신나게 놀자 웃자 한바탕
하 하 하 하 하 하
신나는 몽이 유랑단",랩/힙합,2008.04.17
304,BIGBANG (빅뱅),마지막 인사,"yes
bigbang is back
most definitely
hey move
b to the i to g bang bang
b to the i to g bang bang
b to the i to g bang bang
about love
i don't wanna be with
out you girl
마지막 인사는 접어두길 바래
오늘 단 하루만큼은
i don't wanna be with
out you girl 내 서툰 마음
까지 안고 가줘
i love you i need you girl
baby baby baby
조금 어색하지만 서로
baby baby baby
아직 사랑하고 있는데
baby baby baby
두렵기는 하지만서도
끝이 보이지만
난 그래도 only you girl
상처만 가득히
모질게 날 대하던 너
어르고 달래 또
반복돼 널 피하던 나
어디서부터
어긋났을까 기나긴 고민
해답없는 문제속에 헤매여 난
미로 미로 속에 갇힌
길 잃은 방랑자
마냥 이도저도 못해 난 마냥
기다리기만 할 뿐
사뿐 사뿐히 내게
다가와주길 girl
우리 처음 만난 때 처럼
풋풋하던 그때 처럼
이런 이런 이런 저런 저런 저런
너와 내 사이의 끈
절대 놓지 말어
i don't wanna be with
out you girl
마지막 인사는 접어두길 바래
오늘 단 하루만큼은
i don't wanna be with
out you girl 내 서툰 마음
까지 안고 가줘
i love you i need you girl
baby baby baby
조금 어색하지만 서로
baby baby baby
아직 사랑하고 있는데
baby baby baby
두렵기는 하지만서도
끝이 보이지만
난 그래도 only you girl
아무런 말 없이 떠나 연락없고
아무 말 않고
그러다 어느날 갑자기 나타나고
무슨 일 있었냔 듯
날 갖고 노는 건지
이게 사랑이 맞는 건지
하루에도 열두번 더 헷갈리고
about love
한 두번 갖고 놀던 장난감
넌 뭘 원했냐고 되물어봤어
달콤함은 아주 잠깐
우린 너무쉽게 녹아버린 솜사탕
지친 가슴 이젠 나도
막지 못 할 것만 같아
어서 날 잡아줘 떠나가기 전에
i don't wanna be with
out you girl
마지막 인사는 접어두길 바래
오늘 단 하루만큼은
i don't wanna be with
out you girl 내 서툰 마음
까지 안고 가줘
i love you i need you girl
baby baby baby
조금 어색하지만 서로
baby baby baby
아직 사랑하고 있는데
baby baby baby
두렵기는 하지만서도
끝이 보이지만
난 그래도 only you girl
여전히 널 사랑하지만
내게는 너무나 소중하지만 ye
누구도 네 자릴
메꿀 수 없는걸 i know
you know그냥 조용히 날 안아줘
i don't wanna be with
out you girl
마지막 인사는 접어두길 바래
오늘 단 하루만큼은
i don't wanna be with
out you girl 내 서툰 마음
까지 안고 가줘
i love you i need you girl
baby baby baby
조금 어색하지만 서로
baby baby baby
아직 사랑하고 있는데
baby baby baby
두렵기는 하지만서도
끝이 보이지만
난 그래도 only you girl
b to the i to g bang bang
b to the i to g bang bang
b to the i to g bang bang
come on come on come on
b to the i to g bang bang
b to the i to g bang bang
끝이 보이지만
난 그래도 only you girl
about love","댄스, 랩/힙합",2007.11.22
305,다비치,사랑과 전쟁 (Narr. 하하),"나 있잖아
너 없으면 죽을꺼 같애
내 눈은 두개인데
왜 너 하나 밖에 안보이는걸까
시끄럽고 너 어제 누구랑있었어
나 좋다고 매달릴 땐 언제고
매달린 정돈 아니고
누구랑 있었냐고
야 아니거든요
나 집에 있었거든요
엄마가 밥해줬거든요
두 번 다시 바람 피지마
니가 매달려 만난거잖아
어떻게 날 두고
다른 여자를 만날 수 있니
내게 더 정말 멋진남자들
가끔은 내게 다가와
흔들릴 때도 있어
넌 몰라
이젠 제발 정신 좀 차려
어제 너 누구랑 있었어
친구에게 전화가왔어
니가 다른여자와 있었다고
솔직히 너 한 번 말해봐
나보다 더 매력있니
아니면 이젠
내가 너는 지겨운거니
두 번 다시 바람 피지마
니가 매달려 만난거잖아
어떻게 날 두고
다른 여자를 만날 수 있니
내게 더 정말 멋진남자들
가끔은 내게 다가와
흔들릴 때도 있어
넌 몰라
이젠 제발 정신 좀 차려
Oh my lover Oh my you baby
Oh my lover Oh my you baby
Oh my lover Oh my you baby
Oh my lover Oh my you baby
거짓말 오 이런 얘기 재미 없어
오늘부로 우린 망했어
화내지 마 아주 잠깐
우린 너무 완소커플 킹왕짱
도끼는 들지마 후덜덜
우리사랑 we belong together
넌 나의 태양 넌 나의 바다
요즘따라 정말 이상해
평소에는 안그랬는데
내게 장미꽃을 선물했던 너
다른 여자와 있었던게
그게 너무 미안해서
그래서 내게 더
잘해준 걸 몰랐어
두 번 다시 바람 피지마
니가 매달려 만난거잖아
어떻게 날 두고
다른 여자를 만날 수 있니
내게 더 정말 멋진남자들
가끔은 내게 다가와
흔들릴 때도 있어
넌 몰라
이젠 제발 정신 좀 차려
두 번 다시 보기 싫지만
널 차버려도 할 말 없지만
그래도 아직은
내가 너를 너무 사랑해
거짓말한거 정말 싫지만
이번 한 번만 용서해
다시 이런 일 없게 해줄래
이젠 나만 사랑해줄래
Oh my lover Oh my you baby
Oh my lover Oh my you baby
Oh my lover Oh my you baby
Oh my lover Oh my you baby",댄스,2008.07.03
306,이효리,U-Go-Girl (With 낯선),"Hey girl
It's the princess LEE HYO REE
She's Back Yeah
2008 You ready
Hey girl
Girl girl Hey u go girl
De le De le
that that that girl
Girl girl Hey u go girl
Baby baby baby baby girl
Say what
오늘은 또 어떤 옷을 입어야할지
머리는 또 어떻게 만져야 좋을지
이건 어떠니 또 저건 어떠니
고민 고민하지마 Girl
오늘은 또 어떤 말을 해야하는지
어떻게 내 마음을 전해야 좋을지
이건 어떠니 또 저건 어떠니
고민 고민하지마 Girl
Girl hey U go girl
De le De le
that that that girl
Girl hey U go girl
Baby baby baby baby girl
이제부터 솔직하게
이제부터 당당하게
너의 맘을 보여줘
바로 이 순간
지금 이 순간 tonight
가끔씩은 달콤하게
가끔씩은 강렬하게
너의 맘을 보여줘
바로 이 순간
지금 이 순간 tonight
Girl girl Hey u go girl
De le De le
that that that girl
Girl girl Hey u go girl
Baby baby baby baby girl
오늘은 또 어쩐 일로
나를 부르지
혹시나 또 무슨 일이 생긴건지
이걸 어쩌지 또 저걸 어쩌지
고민 고민하지마 Girl
그 사람도 좋아할까 마음 졸이며
주머니 속 작은 동전 하나 꺼내서
앞면이 나올지 뒷면이 나올지
고민 고민하지마 Girl
Girl hey U go girl
De le De le
that that that girl
Girl hey U go girl
Baby baby baby baby girl
이제부터 솔직하게
이제부터 당당하게
너의 맘을 보여줘
바로 이 순간
지금 이 순간 tonight
가끔씩은 달콤하게
가끔씩은 강렬하게
너의 맘을 보여줘
바로 이 순간
지금 이 순간 tonight
Crazy night
Dance All Night
Let Me Take U Home Tonight
It's allright
Hey girl party tonight
Crazy night
Dance All Night
Let Me Take U Home Tonight
It's allright
Hey girl party tonight
Girl girl Hey u go girl
De le De le
that that that girl
Girl girl Hey u go girl
Baby baby baby baby girl
Girl girl Hey u go girl
De le De le
that that that girl
Girl girl Hey u go girl
Baby baby baby baby girl
I like that that that girl
and Let Me SeeYa bring it
back back back girl
OK I like that that that girl
and Let Me SeeYa bring it
back back back girl
One more time baby
I like that that that girl
and Let Me SeeYa bring it
back back back girl
OK I like that that that girl
and Let Me SeeYa bring it
back back back girl
Girl",댄스,2008.07.14
307,BIGBANG (빅뱅),천국,"사랑해 난 널 기억해 heaven
라라 라라라 라라 라라라
라라 라라 라라 라라라
라라 라라라 라라 라라라
라라 라라 라라 라라라
24 7 그댄 영원한 heaven
24 7 그댄 나만의 heaven
24 7 그댄 영원한 heaven
24 7 heaven
마지막인줄 알았던
두 번 다시 안 올 줄 알았던
내게 전혀 어울리지 않았던
사랑이 어느 무더운 여름 날
다가왔죠
기다리고 기다리던 나의 반쪽
항상 널 꿈꿔왔죠
넌 내 맘의 안식처
보고 또 보고 주고 또 주고만 싶죠
난 설레임에 목말라
왜 내 사랑은 다 도망가
뜻대로 되지 않아 속만 타
알다가도 모르겠다
그래도 너만은 놓치고 싶지가
눈 앞에서 멀어지고 싶지가
않아 you are the one in my life
그댄 천국보다 아름답다
너를 사랑해 너를 부르네
너를 기억해 너를 기다리네
그대의 말 한마디
사랑한다는 그 한마디
너를 사랑해 너를 기억해
너의 전불 기억해
기쁨
슬픔
눈물
하늘 별
그리고 천국
내 모든 생활 속에
그대가 숨을 쉬고
나의 전화기엔 어느새
너의 이름만 보이고
하루에도 몇 번씩
너의 그 손을 붙잡고
입 맞추면 세상을 다 가진 기분야
oh baby 매일 들어가는 미니홈피
달콤한 향기
oh baby 내 사랑을 전하기엔
짧은 문자메세지
사람들이 놀려대
하루 왠종일 행복해
oh baby 요즘 참 살만 해
becuz of you
너를 사랑해 너를 부르네
너를 기억해 너를 기다리네
그대의 말 한마디
사랑한다는 그 한마디
너를 사랑해 너를 기억해
하루하루가 두렵지만
네가 또 떠나갈까봐
내게서 희미해질까봐
너무 감사해 너무 사랑해
내 맘의 천국문의 단 한 사람아
너를 사랑해 너를 부르네
너를 기억해 너를 기다리네
그대의 말 한마디
사랑한다는 그 한마디
너를 사랑해 너를 기억해
너의 전불 기억해
24 7 heaven","댄스, 랩/힙합",2008.08.08
308,브라운 아이즈,가지마 가지마,"우리 함께했던 날들
그 기억들만 남아
너를 지워야만 내가 살 수 있을까
우리 함께했던 날들
자꾸만 너 떠올라
너를 보내야만 내가 살 수 있을까
가지마 떠나지마 제발
가지마 사랑하잖아
가지마 나 혼자 남겨두고
제발 제발 제발
가지마 가지마 가지마
아직 너를 위해 바보처럼
살아가는데
너는 어디에 니가 필요한데
oh baby 내 사람아 이제 그만
내게 돌아와줘 장난처럼
그렇게 돌아와
항상 너만을 위해서
살아가고 싶지만
때론 그 사랑마저도
힘이 들잖아
가지마 떠나지마 제발
가지마 사랑하잖아
가지마 나 혼자 남겨두고
제발 제발 제발
가지마 가지마 가지마
아직 너를 위해
바보처럼 살아가는데
너는 어디에 니가 필요한데
oh baby 내 사람아
이제 그만 내게 돌아와줘
장난처럼 그렇게 돌아와
아프고 아플만큼 지치고 지칠만큼
지워봐도 참아봐도 니가 떠올라
너도 나처럼 아프잖아
너도 나처럼 힘들잖아
돌아와 내게로 잊지 못할
내 사람아
아직 너를 위해 바보처럼
살아가는데
너는 어디에 니가 필요한데
oh baby 내 사람아
이제 그만 내게 돌아와줘
장난처럼 그렇게
oh baby 내 사람아
이제 그만 내게 돌아와줘
그때처럼 그렇게 돌아와",발라드,2008.06.19
309,먼데이 키즈 (Monday Kiz),발자국,"한 발자국을 못 가 멈춘
다시 한 발자국 못가 멈춘
몇 걸음 다시 떼다
멈춘 가슴이 울다
떠나간 니 발자국 따라 몇 번 울다
또 다시 멈춘 채로 몇 번 울다
도대체 나는 몇 번이나 울다
눈에는 또 눈에는
눈물이 가득차서 흐르다가
한걸음을 내밀고 두 걸음에도
마지막 발걸음에도
떨어지지 않는
이 발보다 그대를 못 잊어서
또 다시 한마디를 내뱉고
두 마디에 난 그대를 보내네
새하얗게 새하얗게 너를 보내

토라져버린 맘을 돌려 너를 보다
또 다시 고갤 돌려 너를 보다
이렇게 너를 몇 번이나 보다
끝내도 또 끝내도
내 발이 내 마음이 그댈 찾아
한걸음을 내밀고 두 걸음에도
마지막 발걸음에도
떨어지지 않는
이 발보다 그대를 못 잊어서
또 다시 한마디를 내뱉고
두 마디에 난 그대를 보내네
새하얗게 새하얗게 너를 보내
아니라고 잊었다고
아픔을 참고 보내도
그리운 맘에 발길이
돌아서도 못가고
애타게 그 이름을
불러도 모르잖아

한사람은 외로워
두사람으로 영원히 함께 하자고
손가락이 했던
그 약속도 여전히 못 잊어서
또 다시 한글자를 내뱉고
두글자에 난 사랑을 말하네
너를 두고 너를 두고 내가 간다
한걸음을 내밀고 두 걸음에도
마지막 발걸음에도
떨어지지 않는
이 발보다 그대를 못 잊어서
또 다시 한마디를 내뱉고
두 마디에 난 그대를 보내네
새하얗게 새하얗게 너를 보내",발라드,2008.03.31
310,쥬얼리,One More Time,"Baby one more time
Let me blow your mind
Only fantasy 시작하겠어
널 위한 Show Time
달콤한 쵸콜렛 처럼
녹아든 내게 빠져봐
섹시한 눈빛과 뜨거운 몸짓에
좀 더 다가와
이 밤을 지새울 한심한 늑대들
나를 안아줘
Baby one more time
Let me blow your mind
Baby come to me
견딜 수 없어 널 향한 Toxic
핑크빛 립스틱처럼
스며든 내게 취해봐
화장을 고치고
목을 축이며 추는 사람들
때론 Tight 하게
때론 Art 하게 나를 가져봐
Baby one more time
Let me blow your mind
멈출 수가 없어 이 곳에선
나를 벗어버려
내 가슴속에 수갑을 채워 줄
미로 속으로
Baby one more time
Let me blow your mind
Baby one more time
날 멈추지 마
황홀한 이 시간들을 유혹하게
Let me blow your mind
다시 안아줘
끝낼 수 없게
Baby one more time",댄스,2008.02.20
311,김동률,아이처럼,"사랑한다 말하고 날 받아줄 때엔
더 이상 나는 바랄게 없다고
자신 있게 말해놓고
자라나는 욕심에 무안해지지만
또 하루 종일 그대의 생각에
난 맘 졸여요
샘이 많아서
아이처럼
겁이 많아서
바보처럼
이렇게 나의 곁에서 웃는 게
믿어지지가 않아서
너무 좋아서 너무 벅차서
눈을 뜨면 다 사라질까봐
잠 못 들어요
주고 싶은데
내 모든 걸
받고 싶은데
그대 맘을
남들처럼 할 수 있는 건
다 함께 나누고 싶은데
맘이 급해서 속이 좁아서
괜시리 모두 망치게 될까봐
불안해하죠
웃게 해줘서
아이처럼
울게 해줘서
바보처럼
이런 설렘을 평생에
또 한번 느낄 수 있게 해줘서
믿게 해줘서 힘이 돼줘서
눈을 뜨면 처음으로 하는 말
참 고마워요
내게 와줘서
꿈꾸게 해줘서
우리라는 선물을 준 그대
나 사랑해요",발라드,2008.01.24
312,2am,이노래,"예쁜 목걸이를 사주고 싶지만
멋진 차를 태워주고 싶지만
예쁜 옷을 입혀주고 싶지만
오 난 좋은 곳에 데려가고 싶지만
주머니에 넣은 손에 잡히는 게 없는데
어떻게 널 잡을 수가 있어
내 생활은 너에게 어울리질 않는데
그래도 내 곁에 있어주겠니
줄 수 있는게 이 노래밖에 없다
가진 거라곤 이 목소리밖에 없다
이게 널 웃게 만들 수 있을진
모르지만
그래도 불러본다
니가 받아주길 바래본다
너는 괜찮다고 말을 하지만
나만 있으면 된다고 하지만
행복하다고 늘 말해 주지만
너는 더 바라는 게 없다고 하지만
예쁘고 좋은 것들 재밌고
멋진 일들 너도 분명히 하고 싶잖아
Baby
내 곁에 있어주면 못하는 걸 알잖아
그래도 내 곁에 있어주겠니
줄 수 있는게 이 노래밖에 없다
가진 거라곤 이 목소리밖에 없다
이게 널 웃게 만들 수 있을진
모르지만
그래도 불러본다
니가 받아주길 바래본다
이 노래밖에 없다 정말 가진게
이 목소리밖에 없다
이게 널 웃게 만들 수 있을진
모르지만
그래도 불러본다
니가 받아주길 바래본다

니가 받아주길 바래본다",발라드,2008.07.11
313,에픽하이 (EPIK HIGH),One (Feat. 지선),"ONE
Time is tickin′ T Time is
tickin′ tickin′
Time is tickin′ T Time is
tickin′ away
그대 눈물이 볼에 쏟아지는걸
이유 없이 쏟아지는걸
아무도 모르죠 심장 속에
유리조각 폭풍이 몰아치는걸
상처가 병이 돼서 모든 문이
벽이 돼서
거울속의 내가 적이 돼서 아프죠
아무도 그댈 모르게 가두고
숨을 조르게 놔두고
끝을 고르게 만들죠 참 나쁘죠
이 세상 속에 설 이유 없앴죠
돌아 갈 길을 선택도 없이
마냥 걷겠죠
네 마음보다 그대 숨이
먼저 멎겠죠
상처 흉터 눈물이 흐르고
죽음 속을 헤매던 널 내가
구해줄게
You are the one
어둠속을 걷고 있을 때
어둠속에 니가 사로잡힐때
내 숨이 같이해
넌 나의 구원
내게 손을 건네준 그대
세상속에 문이 네게 닫힐때
내손을 바칠게
you are the one 넌 나의 구원
you are the one 넌 나의 구원
you are the one 넌 나의 구원
나의 구원
Time is tickin′ T
세상에 불을 지른 그대 손이죠
사람들의 눈가림은 그대 몫이죠
그대 눈에 비추던 고통이란
별이 그대 도시죠
아직도 꿈을 베나요 숨을
세나요 쏟아버린 눈물
깊이를 재나요
희망은 가라앉는 종이
배인가요 슬프죠
혹시 밤에 땀에 흠뻑 젖어
깨나요 양심이 땅에 기며
버벅 되나요
끝이라고 생각되나요 괜찮아요
′cause I understand
내가 고장난 그 몸의 흉터
산산조각난 그 혼의 숨겨버린
눈물도 지워줄게요
그대 손을 내 손에 움켜쥐고
믿어줄게요
상처 흉터 눈물이 흐르고
죽음 속을 헤매던 널 내가
구해줄게
You are the one
어둠속을 걷고 있을 때
어둠속에 니가 사로잡힐때
내 숨이 같이해
넌 나의 구원
내게 손을 건네준 그대
세상속에 문이 네게 닫힐때
내손을 바칠게
you are the one 넌 나의 구원
you are the one 넌 나의 구원
you are the one 넌 나의 구원
나의 구원
상처가 있나요 흉터가
있나요 어둠속에서 헤매고
있나요
상처가 있나요 흉터가 있나요
Faith Destiny Love
you′re still beautiful to me
You are the one
어둠속을 걷고 있을 때
어둠속에 니가 사로잡힐때
내 숨이 같이해
넌 나의 구원
내게 손을 건네준 그대
세상속에 문이 네게 닫힐때
내손을 바칠게
Time is tickin′ T Time is
tickin′ tickin′
Time is tickin′ T Time is
tickin′ tickin′
Time is tickin′ T Time is
tickin′ away
나의 구원
ONE",랩/힙합,2008.04.17
314,태연 (TAEYEON),만약에,"만약에 내가 간다면
내가 다가간다면
넌 어떻게 생각할까
용길 낼 수 없고
만약에 니가 간다면
니가 떠나간다면
널 어떻게 보내야 할지
자꾸 겁이 나는 걸
내가 바보 같아서
바라볼 수 밖에만
없는 건 아마도
외면할지도 모를
니 마음과 또 그래서
더 멀어질 사이가 될까봐
정말 바보 같아서
사랑한다 하지
못하는 건 아마도
만남 뒤에 기다리는 아픔에
슬픈 나날들이
두려워서인가봐
만약에 니가 온다면
니가 다가온다면
난 어떻게 해야만 할지
정말 알 수 없는 걸
내가 바보 같아서
바라볼 수 밖에만
없는 건 아마도
외면할지도 모를
니 마음과 또 그래서
더 멀어질 사이가 될까봐
정말 바보같아서
사랑한다 하지
못하는 건 아마도
만남 뒤에 기다리는 아픔에
슬픈 나날들이
두려워서인가봐
내가 바보 같아서
사랑한다 하지 못하는 건 아마도
만남 뒤에 기다리는 아픔에
슬픈 나날들이
두려워서인가봐","발라드, 국내드라마",2008.01.23
315,SG 워너비,라라라,"그대는 참 아름다워요
밤 하늘의 별빛보다 빛나요
지친 나의 마음을 따뜻하게 감싸줄
그대 품이 나의 집이죠
세찬 바람 앞에서
꺼질듯한 내 사랑도
잘 참고서 이겨내줬어요
정말 눈물나도록 고마운 맘 아나요
그대 내곁에 살아줘서
사랑해요 사랑해요
내가 그대에게 부족한걸 알지만
세월을 걷다보면 지칠때도 있지만
그대의 쉴곳이 되리라
사랑해요 고마운 내 사랑
평생 그대만을 위해 부를 이노래
사랑 노래 함께 불러요
둘이서 라라라
그대 쳐진 어깨가 내맘을 아프게해요
잘 해준것도 없는 나라서
그대의 고운 손이 세월에 변했어요
못지켜줘서 미안해요
사랑해요 사랑해요
내가 그대에게 부족한걸 알지만
세월을 걷다보면 지칠때도 있지만
그대의 쉴곳이 되리라
사랑해요 고마운 내 사랑
평생 그대만을 위해 부를 이노래
사랑노래 함께 불러요
둘이서 라라라
고마워요 고마워요
그대 자신보다 나를 아껴준 사랑
세상이 등 돌려도 누가 뭐라고 해도
내가 그대 지켜줄게요
사랑해요 소중한 내사랑
평생 그대만을 위해 부를 이노래
사랑노래 함께 불러요
둘이서 라라라
그대 품이 나의 집이죠 영원히 라라라",발라드,2008.04.24
316,브라운아이드걸스,어쩌다,"어쩌다 어쩌다 어쩌다
널 사랑하게 됐는지
내가 왜 이 꼴이 됐는지
어쩌다 어쩌다 어쩌다
내 맘 다 타버렸는지
내가 이런 바보였는지
이거 참 이럴 줄은 몰랐어
오늘도 난 지쳐 너만 기다리다
너 때문에 눈물 쏙 뺀 여자들
그 중에 하나가 되기는 싫었어
너를 바라보다 아차 싶었어
다잡았던 내 맘 놓치고 말았어
그런 나를 부르면 Oh My Honey
일분일초만에 니 앞에 있는 나
너무 멋진 멋진 그대
널 바라보면 어질어질해
너무 나쁜 나쁜 그대
다 모르는 척 웃고만 있네
어쩌다 어쩌다 어쩌다
널 사랑하게 됐는지
내가 왜 이 꼴이 됐는지
어쩌다 어쩌다 어쩌다
내 맘 다 타버렸는지
내가 이런 바보였는지
아무렇지 않은 척 해도
네게는 다 보이겠지 난
유명했어 까칠 도도
이런 내가 변해 너로 인해
고로 나를 도로
돌려놔줘 나를 봐줘 Red Alert
너와 있으면 왜 이럴까
심장이 멎어
끝이 뻔히 보이는 게임이야
나를 모두 말려 니 말만 나오면
그래도 난 어쩔 수가 없잖아
너만 생각하면 입가엔 미소만
하루 하루 고민고민 해봐도
너의 속을 몰라 깜깜한 밤이야
나만 보고 말해줘 Oh My Darling
지겹지도 않니 그 많은 여자들
너무 멋진 멋진 그대
날 바라볼 땐 아찔아찔 해
너무 바쁜 바쁜 그대
하루라도 더 보고 싶은데
어쩌다 어쩌다 어쩌다
널 사랑하게 됐는지
내가 왜 이 꼴이 됐는지
어쩌다 어쩌다 어쩌다
내 맘 다 타버렸는지
내가 이런 바보였는지
R E S P E C T ME
내가 널 더 좋아하지만
Yon don't be nasty
미치겠어 나의 마음이
커커커커 커져가네
난 워워워워 워쩌까예
오로지 그대에게 반했죠
사랑한다고 내게 말해줘
어쩌다 어쩌다 어쩌다
그렇게 넌 태어났는지
내 맘을 다 뺏어갔는지
어쩌다 어쩌다 어쩌다
내 눈 앞에 나타났는지
사랑하게 만들었는지
어쩌다",댄스,2008.09.16
317,박지헌,보고싶은 날엔..,"너를 보고싶은 날엔

멋지게 그대를 놓았죠
이렇게 아무렇지 않게
수백번 지우고 다짐을 해도
애써 남는건 아쉬움뿐
그렇게 그대를 떠나갔죠
정말 난 바보처럼 그대를 몰라
처음봤던 그 모습처럼
가슴이 떨리다가
너를 보고싶은 날엔
눈물나는 날엔
가슴뛰는 날엔
그리운 날엔
너의 전화번호
다시 또 누르게 되면
니가 너무나 그리워
어쩌다 니 소식 듣게되고
혹시나 너도 가끔 그리워할까
너무나 변했어 지금의 우리
추억도 별이되고
너를 보고싶은 날엔
눈물나는 날엔
가슴뛰는 날엔
그리운 날엔
너의 전화번호
다시 또 누르게 되면
니가 너무나 그리워
고마웠단 말에
미안했단 말에
사랑했단 말에
서툴던 맘에
돌아갈 수 없는
시간이 널 부를 때면
정말 너무나 그리워
눈을 떠봐도
보이는게 너 하나 뿐인데
무심코 거울을 보다
우리 처음 만났던 그 시간이
자꾸 스쳐 지나가고
다시 널 볼수있을까
너를 보고싶은 날엔
많이 생각나는 날엔
반쪽같은 날엔
울고싶은 날엔
아프던 날엔
너의 전화번호
다시 또 누르게 되면
니가 너무나 그리워
고마웠단 말에
미안했단 말에
사랑했단 말에
서툴던 맘에
돌아갈 수 없는
시간이 널 부를 때면
정말 너무나 그리워",발라드,2007.12.12
