,가수,곡명,가사,장르,발매일
191,양파,애송이의 사랑,"잠 못 이룬 새벽 난 꿈을
꾸고 있어
흐느낀 만큼 지친 눈으로
바라본 우리의 사랑은
너의 미소처럼 수줍길 바래
조금만 더 가까이 내곁에
있어줘
널 사랑하는 만큼 기대
쉴 수 있도록
지친 어둠이 다시 푸른 눈 뜰때
지금 모습 그대로
uh baby 제발 내 곁에 있어줘
잃어버린 만큼 자유롭다는 걸
세상은 쉽게 잊으려 해
소중한 우리의 바램이
다시 피어날 그 날을 꿈꾸며
조금만 더 가까이
내곁에 있어줘
We can reach the
other side
If we hold on to the
passion
지친 어둠이 다시 푸른
눈 뜰때
Getting closer day
by day
uh baby 제발 내 곁에 있어줘
만들고 싶진 않아 세상이
바라는 걸
우리만의 미랠 만들거야
작지만 소중한 꿈을 위해
조금만 더 가까이
내곁에 있어줘
널 사랑하는 만큼 기대
쉴 수 있도록
지친 어둠이 다시 푸른 눈 뜰때
지금 모습 그대로
uh baby 제발 내 곁에 있어
지금 이대로 내 곁에 있어줘
널 사랑하는 만큼 기대
쉴 수 있도록
지친 어둠이 다시 푸른 눈 뜰때
지금 모습 그대로
uh baby 제발 내 곁에 있어줘
Baby 내 곁에 있어줘",발라드,1996.12.01
192,조관우,영원,"힘없이 내 품에 안긴채
그렇게 날 떠났지
어느 하늘을 보고 울어야
가슴에 묻힌 널 만날까
때론 잊으려 했지
너의 바램도 그럴테니
하지만 이길 수 없는 아픔을
먼저 떠나간 니가 알리 없잖아
미안해 이젠 갈께 너를 따라서
더 이상의 인연 없는
비틀린 세상 등지고
받아줘 너를 잃곤 살 수 없는 난
처음부터 내 인생에
넌 마지막 연인이니까
너를 사랑하는 길
그건 잊어주는 거라고
하지만 감추지 못해 흐르던
너의 눈물까지 잊을수는 없잖아
미안해 이젠 갈께 너를 따라서
더 이상의 인연 없는
비틀린 세상 등지고
받아줘 너를 잃곤 살 수 없는 난
처음부터 내 인생에
넌 마지막 연인이니까",발라드,1996.12
193,박진영,그녀는 예뻤다,"그녀는 너무 예뻤어
하늘에서 온 천사였어
그녀를 난 사랑했어
우리들은 행복했어
그런 그녀 날 떠났고
나는 혼자 남겨졌고
그녈 잊어 보겠다고
애썼지만
그녀는 너무 예뻤다
그래서 더 슬펐다
하늘에 별은 빛났다
나는 울었다
그녀는 너무 예뻤어
하늘에서 온 천사였어
그녀를 난 사랑했어
우리들은 행복했어
그런 그녀 날 떠났고
나는 혼자 남겨졌고
그녈 잊어 보겠다고
애썼지만
그녀는 너무 예뻤다
그래서 더 슬펐다
하늘에 별은 빛났다
나는 울었다
123 and to the 4 get your
riggidy wiggidy
rumping butts up on
the floor
and move to the groove
move to the groove we
go up and down
you`re spinning around
with your hands in the
air and feet on the ground
jump jump to the rhythm
as I pump up the flow
step upto bass and the
boom here we go
그녀는 너무 예뻤다
그래서 더 슬펐다
하늘에 별은 빛났다
나는 울었다",댄스,1996.09
194,김종서,아름다운 구속,"오늘 하루 행복하길
언제나 아침에 눈뜨면
기도를 하게 돼
달아날까 두려운 행복 앞에

널 만난 건 행운이야
휴일에 해야 할 일들이
내게도 생겼어
약속하고 만나고 헤어지고

조금씩 집 앞에서
널 들여 보내기가
힘겨워지는 나를 어떡해

처음이야 내가 드디어 내가
사랑에 난 빠져 버렸어
혼자인 게 좋아
나를 사랑했던 나에게
또 다른 내가 온 거야

아름다운 구속인걸
사랑은 얼마나
사람을 변하게 하는지
살아있는 오늘이 아름다워

조금씩 집 앞에서
널 들여 보내기가
힘겨워지는 나를 어떡해

처음이야 내가 드디어 내가
사랑에 난 빠져버렸어
혼자인게 좋아
나를 사랑했던 나에게
또 다른 내가 온거야

처음이야 내가 드디어 내가
사랑에 난 빠져버렸어
혼자인게 좋아
나를 사랑했던 나에게
또 다른 내가 온거야

또 다른 내가 온거야
내 앞에 니가 온거야",록/메탈,1996.11.01
195,임창정,그때 또 다시 (Again),"니가 없는데도 해는
뜨고 또 지고
창 너머 세상은 하나
변한게 없어
삼켰었던 내 슬픔이
갑자기 터져 왔어
내가 살고 싶던 삶이란
이게 아닌걸
아마도 운명이 나를
잘 몰랐기에
우리의 인연을 엇갈리게 했나봐
이 세상에서 나에게
허락되지 않은 건
함께 있고 싶은 사람과
함께 있는 것
하지만 난 사랑했잖아
살아 있었던 거야
네 곁에서 함께 했던 날 동안
그걸로 됐어 나를 완전히
태울 수 있었던
축복을 내게 줬으니
참아 볼게 잊어도 볼게
널 위해서 라면
허나 그래도 안되면
기다릴게 그때 또 다시
온 몸에 품어도 바람은
흘러가고
밤 새워 지켜도 꽃은
시들겠지만
하늘 아래 니가 있어
오늘도 난 눈부셔
널 향한 마음엔 시작만
있는 이유로
하지만 난 사랑했잖아
살아 있었던거야
네 곁에서 함께 했던 날 동안
그걸로 됐어 나를 완전히
태울 수 있었던
축복을 내게 줬으니
참아 볼게 잊어도 볼게
널 위해서 라면
허나 그래도 안되면 기다릴게
그때 또 다시
나를 떠나도 그걸로 됐어
나를 완전히 태울 수 있었던
축복을 내게 줬으니
참아 볼게 잊어도 볼게
널 위해서 라면
허나 그래도 안되면 기다릴게
그때 또 다시",발라드,1997.05.16
196,이승환,가족,"밤늦은 길을 걸어서
지친 하루를 되돌아 오면
언제나 나를 맞는 깊은 어둠과
고요히 잠든 가족들
때로는 짐이 되기도 했었죠.
많은 기대와 실망때문에
늘 곁에 있으니
늘 벗어나고도 싶고
어떡해야 내가 부모님의
맘에 들 수가 있을지 모르고
사랑하는 나의 마음들을
그냥 말하고 싶지만
어색하기만 하죠.

힘겨운 하루를 보낸
내 가족들의 낮은 숨소리엔
어린 날 보살펴 주던
내 누이의 고마운 추억이 있죠.
가족이어도 알 수 없는 얘기
따로 돌아누운 외로움이 슬프기만 해요.
아무 이유도 없는데
심술궂게 굴던 나를 위해
항상 참아주던 나의 형제들
사랑하는 나의 마음들을
그냥 말하고 싶지만 어색하기만 하죠
힘이 들어 쉬어가고 싶을때면 나 의 위로가 될
그때의 짐 이제의 힘이 된 고마운 사람들.
어떡해야 내가 부모님의
맘에 들 수가 있을지 모르고
사랑하는 나의 마음들을
그냥 말하고 싶지만 어색하기만 하죠
사랑해요 우리 고마워요 모두
지금껏 날 지켜준 사랑
행복해야 해요 아픔없는 곳에 영원히 함께해요
사랑해요 우리 고마워요 모두
지금 껏 날 지켜준 사랑
행복해야 해요 아픔없는 곳에
영원히 함께해 야 해요
사랑해요 우리
고마워요 모두
지금껏 날 지켜준 사랑",발라드,1997.01
197,포지션,Remember,"나 한심해 보여도
나름대로 많이 생각한거야
날 사랑했었다고
자신있게 말할 필요는 없어
누가 먼저 이별하는 것이
자존심을 지키는 거니
이젠 필요없잖아
내가 아닌 다른 누구를
넌 사랑하고 있는데
모든게 거짓처럼 내게 들릴뿐
미안하단 말은 하지마
날 위해 떠난다는
그 말 한마디
끝까지 얘기하진 말아줘
하지만 난 너를
위해 준비한거야
이젠 나는 떠날수 있어
내가 먼저 이런
얘기 하고 싶은건
널 잊기 위해서니까

너무나도 미안한듯 하며
다른생각 하고 있는 널
그냥 볼순 없잖아
내가 아닌 다른 누구를
넌 사랑하고 있는데
모든게 거짓처럼
내게 들릴 뿐
미안하단 말은 하지마
날 위해 떠난다는
그 말 한마디
끝까지 얘기하진 말아줘
하지만
난 너를 위해 준비한거야
이제 나는 떠날 수 있어
내가 먼저 이런
얘기 하고 싶은건
널 잊기 위해서
하지만
난 너를 위해 준비한거야
이젠 너를 보낼수 있어
내가 먼저 이런
얘기 하고 싶은건
난 이제 사랑은 싫어",록/메탈,1997.03.29
198,이소라,기억해줘,"기억해줘 널 위해 준비한
오늘 이별이 힘들었단 걸 잊지마
니 가슴에 기대어 자던 많은 날 안녕
이전처럼 그대로 너에게
돌아오라면 받아들일 수 있지만
달라진 날 기대한다면
이제 그만 끝내
내가 잘못한거니 너무 사랑한거니
미안해 니가 나의 마음 알겠니
미워하지마 이해해줘
나 때론 이유없이 너를 괴롭게 해
늘 확인하려 했지만
어떻게 해도 변함없는 너의 얼굴
지쳐 외면하고도 싶었어
더 이상 나 참을 수 없기에
끊는 전화라도 걸어보고 싶지만
달라진 것 없는 나라면 해서는 안돼
내가 잘못한거니 너무 사랑한거니
미안해 니가 나의 마음 알겠니
미워하지마 이해해줘
이제 나의 사랑 알겠니
미워하지마 기억해",발라드,1996.11.01
199,녹색지대,괜찮아,"널 언제까지 기다려야
나에게 올런지
그저 멀리서 널 바라와 왔지만
날 언제까지 힘들게 할
너일지는 몰라도
널 품에 안던 그날만은 기억해
알고 있어 친구들에게 들었어
그와 헤어졌다고
그래서 힘들어 한다고
네가 외로울 때
그땐 나를 생각해
아직 난 그대로야
지금껏 널 원해왔어
자 괜찮아 이젠 그대로
내게 와줘
날 아프게 했던 만큼
사랑해 주면 돼
난 괜찮아 정말 남은 건
너의 맘뿐
지금 그대로 나의 품에 안겨봐

알고 있어 친구들에게 들었어
그와 헤어졌다고
그래서 힘들어 한다고
네가 외로울 때
그땐 나를 생각해
아직 난 그대로야
지금껏 널 원해왔어
자 괜찮아 이젠 그대로
내게 와줘
날 아프게 했던 만큼
사랑해 주면 돼
난 괜찮아 정말 남은 건
너의 맘뿐
지금 그대로 나의 품에 안겨봐
예전 그대로 나의 품에 다시",발라드,1997.01.01
200,K2 김성면,재회(再會),"쉽진 않았을거야
내게 돌아오기가
아무 의미조차 없었지
니가 없는 세상은
거리에서 니가 아닌걸
알면서 조금이라도
너와 닮은 얼굴을
마주치면 가슴 아팠지
니가 떠난 뒤에야
나 알게 되었어
니가 있어야만
나의 삶이 완전해진다고
내 가슴 가득히
이렇게 다시 돌아온
너를 지킬게
이 세상 끝까지
내 가슴 가득히 안긴
니 머리 위에
떨어진 나의 눈물의 의미는
영원한 사랑
너를 잊으려 했던
어설픈 나의 다짐
이젠 추억처럼
너에게 얘기해 줄 수 있어
어떤 술취한 밤엔 미운
너에게 한마디 하려다
밤하늘에 니 이름
외치려다 울고 말았지
니가 떠난 뒤에야
나 알게 되었어
니가 있어야만
나의 삶이 완전해진다고
내 가슴 가득히
이렇게 다시 돌아온
너를 지킬게
이 세상 끝까지
내 가슴 가득히 안긴
니 머리 위에
떨어진 나의 눈물의 의미는
영원한 사랑

너 떠난 뒤에야
나 알게 되었어
니가 있어야만
나의 삶이 완전해질 수 있다고
내 가슴 가득히
이렇게 다시 돌아온
너를 지킬게
이 세상 끝까지
내 가슴 가득히 안긴
니 머리 위에
떨어진 나의
눈물의 의미는 영원한 사랑",록/메탈,1997.05
201,업타운,다시 만나 줘,"Jeah Jeah
nineteen ninetyseven
UPTOWN boys in full effect
wikified always G dafied
다시 만나줘 나를 다시 만나줘
지나간 내 잘못을 용서해줘
다시 만나줘
나를 다시 만나주길 바래
이렇게 널 기다리는 나를 BABY
Don't walk away
love me baby
I got you on my mind
I can't let you go
Don't walk away
stay here with me
I got you on my mind
I can't let you go
새로운 여잘 만나고 싶었어
그래서 너에게 헤어지자고
말해버렸지
단순 했던 나의 생각 때문에
아무말없이 넌 떠나 버리고
후회할 시간없이
추억이 된 우리
하지만 너만이 필요해
너무 늦기 전에
너에게 메세지를 남겨 보는거야
내 목소리를 기다리고
있을지도 몰라
다시 만나줘 나를 다시 만나줘
지나간 내 잘못을 용서해줘
다시 만나줘 나를 다시
만나주길 바래
이렇게 널 기다리는 나를 BABY
Thinking about the past not to
get or feel down
cuz I step up back
up cuz I rise and corrupt
chekin out the sound
from the R&B underground
clamin uptown alright
내 얘기를 들어줘봐
너를 떠나고 며칠동안
많이 생각해 봤어
후회해봤어
너에게 어울릴 수 있는 사람은
영화배우같은 모델같은
그런사람이 아니야
오로지 너 내곁에 없는 너
내가 버린 너
너만이 나와 함께 할 수 있는
그런 사람이야
널 위해 자존심을
모두 버리고 싶어
아직도 나의 전화를
기다리고 있다면
다시 만나줘 나를 다시 만나줘
지나간 내 잘못을 용서해줘
다시 만나줘 나를
다시 만나주길 바래
이렇게 널 기다리는 나를 BABY
Every body knows how my 12
play goes
my skills be playing the bill
act like you know don't show
like a hoe
chill like a hoe from head
to toe Keepin' it on a down low
I like takin' it kinda slow Never
the less everybody wannada
be like me
best better belieav in the
the crew is gettin' relieved always
wanted to be the niggitty nasty
craziest G the hefical lyriacal
hefical H A V I K G
예예예예예예예
예예예예예예예
처음 너를 만났을 때 지금 같은
생각은 어부리 어부리 없을꺼라
생각 했었지 하지만
나도 사람이야
조금은 지겨워졌어 이제 니곁을
지나가는 멋있는 사람들을 바라봐
Yeah throw your hands in the S K Y
Come on party time hit me one time
Uh hit me one more time uh
Ain't no party like an uptown party",랩/힙합,1997.01.14
202,넥스트,"Here, I Stand For You (Original Ver.)","Promise Devotion Destiny Eternity and Love
I still belive in these words Forever
난 바보처럼 요즘 세상에도
운명이라는 말을 믿어
그저 지쳐서 필요로 만나고
생활을 위해 살기는 싫어
하지만 익숙해진 이 고독과 똑같은 일상도
한해 또 한해 지날 수록 더욱 힘들어
등불을 들고 여기서 있을께
먼 곳에서라도 나를 찾아와
인파 속에 날 지나칠때 단 한번만 내 눈을 바라봐
난 너를 알아 볼수 있어 단 한 순간에
Cause Here I stand for you
난 나를 지켜가겠어 언젠간 만날 너를 위해
세상과 싸워 나가며 너의 자릴 마련 하겠어
하지만 기다림에 늙고 지쳐 쓰러지지 않게
어서 나타나줘

난 나를 지켜가겠어 언젠간 만날 너를 위해
세상과 싸워 나가며 너의 자릴 마련 하겠어
하지만 기다림에 늙고 지쳐 쓰러지지 않게
어서 나타나줘

약속 헌신 운명 영원 그리고 사랑
이 낱말들을 난 아직 믿습니다 영원히",록/메탈,1997.01.31
203,김종환,사랑을 위하여,"이른 아침에 잠에서 깨어
너를 바라볼 수 있다면
물안개 피는 강가에 서서
작은 미소로 너를 부르리
하루를 살아도
행복할 수 있다면
나는 그 길을 택하고 싶다
세상이 우리를 힘들게 하여도
우리들은 변하지 않아
너를 사랑하기에
저 하늘 끝에
마지막 남은 진실 하나로
오래 두어도
진정 변하지 않는
사랑으로 남게 해주오
내가 아플 때보다
네가 아파할 때가
내 가슴을 철들게 했고
너의 사랑 앞에
나는 옷을 벗었다
거짓의 옷을 벗어버렸다
너를 사랑하기에
저 하늘 끝에
마지막 남은 진실하나로
오래 두어도 진정 변하지 않는
사랑으로 남게 해주오
너를 사랑하기에 저 하늘 끝에
마지막 남은 진실 하나로
오래 두어도 진정 변하지 않는
사랑으로 남게 해주오
사랑으로 남게 해주오",성인가요/트로트,1997.06.13
204,DJ DOC,Doc와 춤을,"젓가락질 잘해야만 밥을 먹나요
잘못해도 서툴러도 밥 잘 먹어요
그러나 주위사람 내가 밥먹을 때
한마디씩하죠 너 밥상에 불만있냐
옆집아저씨와 밥을 먹었지
그아저씬 내젓가락질 보고
뭐라 그래
하지만 난 이게 좋아 편해
밥만 잘먹지
나는 나에요 상관말아요 요 요
청바지 입고서 회사에 가도
깔끔하기만 하면 괜찮을텐데
여름교복이 반바지 라면
깔끔하고 시원해 괜찮을 텐데
사람들눈 의식하지말아요
즐기면서 살아갈수있어요
내 개성에사는 이세상 이에요
자신을 만들어 봐요
춤을 추고싶을때는 춤을 춰요
할아버지 할머니도 춤을춰요
그깟나이 무슨상관 이에요
다같이 춤을 춰봐요 이렇게
뒷통수가 이뻐야만 빡빡 미나요
뒷통수가 안이뻐도 빡빡 밀어요
그러나 주위사람 내머리를 보면
한마디씩하죠 너 사회에 불만있냐
옆집아저씨 반짝대머리
옆머리로 소갈머리
감추려고 애써요
억지로 빗어넘긴 머리
약한 모습 이에요
감추지마요 빡빡밀어요 요 요
청바지 입고서 회사에 가도
깔끔하기만 하면 괜찮을텐데
여름교복이 반바지 라면
깔끔하고 시원해 괜찮을 텐데
사람들눈 의식하지말아요
즐기면서 살아갈수있어요
내 개성에사는 이세상 이에요
자신을 만들어 봐요
노래 하고싶을때는 노래해요
할아버지 할머니도 노래해요
그깟나이 무슨상관 이에요
다같이 노래해 봐요 이렇게",댄스,2000.12.12
205,벅,맨발의 청춘,"One Two One Two
Three Four
이렇다할 빽도 비젼도
지금 당장은 없고
젊은 것 빼면 시체지만
난 꿈이 있어
먼 훗날 내 덕에 호강할
너의 모습 그려봐
밑져야 본전 아니겠니
니 인생 걸어보렴
용하다는 도사
그렇게 열나게 찾아다닐 것 없어
두고봐 이제부터 모든 게
원대로 뜻대로 맘대로 잘 풀릴걸
속는 셈치고 날 믿고 따라 줘
니가 보는 지금의 나의 모습
그게 전부는 아니야
멀지않아 열릴거야 나의
전성시대
갈 길이 멀기에 서글픈
나는 지금 맨발의 청춘
나 하지만 여기서 멈추진
않을거야
간다 와다다다다
그저 넌 내 곁에 머문 채
나를 지켜보면 돼
나 언젠간 너의 앞에 이 세상을
전부 가져다 줄거야
기죽지는 않아
남들보다 못해도
급할 건 없어 모든 일엔
때가 있는 법
먼 훗날 성공한 내 모습
그려보니 흐뭇해
그날까지 참는거야 나의
꿈을 위해
길고 짧은 건 대봐야지
지금은 비록 내가
보잘것 없지만 나도 하면 돼
뚜껑을 열어봐야 알지 벌써
포기는 왜 해
그렇다면 이건 사랑도 아냐
니가 보는 지금의 나의 모습
그게 전부는 아니야
멀지않아 열릴거야 나의
전성시대
갈 길이 멀기에 서글픈 나는
지금 맨발의 청춘
나 하지만 여기서 멈추진
않을거야
간다 와다다다다
그저 넌 내 곁에 머문 채
나를 지켜보면 돼
나 언젠간 너의 앞에 이 세상을
전부 가져다 줄거야
오직 믿는 건 배짱뿐
가진 것 하나 없이 폼잰다지만
나 젖 먹던 힘 다해 내
꿈을 이룰거야
간다 와다다다다
어차피 인생은 한판의 멋진
도박과 같은 것
자 맨발에 땀나도록 뛰는 거야
내 청춘을 위하여",댄스,1997.01.10
206,일기예보,인형의 꿈,"그대 먼 곳만 보네요
내가 바로 여기 있는데
조금만 고개를 돌려도
날 볼 수 있을텐데
처음엔 그대로 좋았죠 그저
볼 수만 있다면
하지만 끝없는 기다림에
이젠 난 지쳐가나봐
한 걸음 뒤엔 항상 내가
있었는데 그대
영원히 내 모습 볼 수 없나요
나를 바라보면 내게 손짓하면
언제나 사랑할텐데
난 매일 꿈을 꾸죠 함께
얘기 나누는 꿈
하지만 그 후에 아픔을
그대 알 수 없죠
한 걸음 뒤엔 항상 내가
있었는데 그대
영원히 내 모습 볼 수 없나요
나를 바라보면 내게 손짓하면
언제나 사랑할텐데
사람들은 내게 말했었죠
왜 그토록 한 곳만 보는지
난 알 수 없었죠 내 마음을
작은 인형처럼 그대만을
향해 있는 나
나를 바라보면 내게 손짓하면
언제나 사랑할텐데
한 걸음 뒤엔 항상 내가
있었는데 그대
영원히 내 모습 볼 수 없나요
나를 바라보면 내게 손짓하면
언제나 사랑할텐데
영원히 널 지킬텐데",발라드,1996.05
207,이선희,라일락이 질때,"안녕이라는 인사는 내게 단 한번도
말하지 않았어도 나는 느낌으로
알 수 있었지 이제 다시는 만날 수
없음을 변해가는 너의 마음이
내게 날카로운 흔적을 남겨도 보고픈건
미련이 남아서 일꺼야 이제 내 품에서
벗어나고 있네 돌아보진마 내가
안타까워서 혹시라도 눈길주진마
생각하지도마 또 다른 내 삶에서
나와 함께 했던 그 기억들은
다시는 만질 수 없겠지
따스한 너의 체온을

변해가는 너의 마음이 내게 날카로운
흔적을 남겨도 보고픈건 미련이
남아서 일꺼야 이젠 내 품에서
벗어나고 있네 돌아보진마 내가
안타까워서 혹시라도 눈길주진마
생각하지도마 또 다른 내 삶에서
나와 함께 했던 그 기억들은 다시는
만질 수 없겠지 따스한 너의 체온을
다시는 만질 수 없겠지
따스한 너의 체온을",발라드,1996.10.24
208,이예린,용서,"You're my You're my life
You're my You're my love
You're my You're my life
given long life

날 버리지 말란 말야
니가 어디에 있든지
다시 내게 올꺼라면
일년이 지나버린 후에
난 알게됐어
날 속여 왔던걸
다른 여잘 만난거니
나를 만나는 동안에
너의 맘이 변했나봐 이젠
내게 이럴 수 있는지
믿을 순 없어 사실을 말해줘
Some Time 비 내리던 날엔
넌 나의 우산이 되주던
그 좋던 니가 왜 아픔이 되어
날 어지럽게 해
You're my life
You're my love
내가슴에 사랑의 잔비를
You're my life
You're my love
내게 내려줘
You're my life
You're my love
나를 떠나버린 빈자리에
너를 기다리고 있을꺼야
그 길로

나를 떠나버린 후에
수많은 방황을 했고
다른 사람을 만났어
우연히 너를 만난다면
혼자길바래 이젠 용서하게
긴 기나긴 기억속엔
우리 사랑이 남았고
나 없이 넌 살 순 없어 이젠
다시 사랑할 수 있게
내 공간으로 지금 돌아와줘
Some Time 비 내리던 날엔
넌 나의 우산이 되주던
그 좋던 니가 왜 아픔이 되어
날 어지럽게 해
You're my life
You're my love
내가슴에 사랑의 잔비를
You're my life
You're my love
내게 내려줘
You're my life
You're my love
나를 떠나버린 빈자리에
너를 기다리고 있을꺼야
그 길로
You're my life
You're my love
내가슴에 사랑의 잔비를
You're my life
You're my love
내게 내려줘
You're my life
You're my love
나를 떠나버린 빈자리에
너를 기다리고 있을꺼야
그 길로
You're my You're my love
yeh yeh yeh yeh
You're my You're my love
given long life",댄스,1998.11.01
209,쿨 (COOL),해변의 여인,"와우 여름이다
summertime i wanna let me
sea the summertime
이게뭐야 이여름에
방안에만 쳐박혀있어
안되겠어 우리 그냥
이쯤에서 헤어져버려
내품에서 흘린 눈물
너 만큼 나 힘이 들었어
잃어버린 너의 미소 찾을수
없을까
안녕하고 돌아서는 그건
아니잖아
사랑을 위한 여행을 하자
바닷가로 빨리 떠나자
야 야 야 야 바다로
그동안의 아픔들
그속에 모두 버리게
이게 아니야 우린 사랑했잖아
이젠 다신 눈물없는
사랑으로 만들어봐 우
와뚜와리와리
사랑하는 연인들이
바닷가를 걷고
난 쓸쓸히 바닷가를
혼자 걸어 갈때
앗 나처럼 혼자걷는
여잘보게 됐고
난 그뒤를 하염없이
쫓아가게 됐어
어디갔어 이밤중에
도대체가 이해가 안돼
여기까지 여행와서
나만 혼자 내버려두니
해변에서 만난여인
많은 얘길 들려주었지
잃어버린 사랑으로
여기에 왔다고
돌아가면 나 역시도
혼자 될꺼라고
새벽이 오는 바다에
앉아 얘길 했지
해변의 여인 야야야야 그녀와
떠오르는 태양을 우리는
함께 본거야
기다리지마 이제서야 만났어
이제다시 이별없는 사랑으로
만들거야 우
와뚜와리와리
해변의 여인 너와 함께 다시
돌아가는 길에 보았지
예전의 그녀 멋진 자동차에
어떤 남자와 함께 있는걸",댄스,1997.07.01
210,김돈규,나만의 슬픔,"내 소식 그녀가 들을때 쯤엔
난 아마 세상 어디에도 없겠지
친구야 내게 허락된 시간이
이젠 다 되어가나봐
알리진 말아줘
차라리 그녀가 모르게
아무런 슬픔도 남기기 싫어
연락이 닿아도 올수가 없을거야
이제는 다른 세상에서
그녀를 만나서 내 얘기를 묻거든
그저 난 잘있다고 대답해줘
이제야 알겠어
그녀가 내게는 얼마나 소중했는지
가슴이 메어와
- 간 주 중 -
나 훗날 재되면 그녀가 다니는 길목에
아무도 모르게 흩어놓아줘
가끔씩 오가는 그 모습만이라도
그 길에 남아 볼수 있게
그녀를 만나서 내 얘기를 묻거든
그저 난 잘있다고 대답해줘
이제야 알겠어
그녀가 내게는 얼마나 소중했는지
- 간 주 중 -
약속해줘 나없는 세상에
남겨진 그녀를
나대신 지켜준다고
그녀를 부탁해",발라드,1996.10.30
211,고한우,암연,"내겐 너무나 슬픈 이별을 말할때
그댄 아니 슬픈듯 웃음을 보이다
정작 내가 일어나
집으로 가려할때는
그땐 꼭 잡은 손을 놓지 않았어
울음을 참으려고 하늘만 보다가
끝내 참지 못하고 내품에 안겨와
마주댄 그대 볼에
눈물이 느껴질때는
나도 참지 못하고 울어버렸어
사랑이란 것은 나에게 아픔만 주고
내 마음 속에는 멍울로 다가와
우리가 잡으려 하면 이미 먼 곳에
그땐 때가 너무 늦었다는데
차마 어서 가라는 그 말은 못하고
나도 뒤돌아서서 눈물만 흘리다
이젠 갔겠지하고 뒤를 돌아보면
아직도 그대는 그 자리에
사랑이란 것은 나에게 아픔만 주고
내 마음 속에는 멍울로 다가와
우리가 잡으려 하면 이미 먼 곳에
그땐 때가 너무 늦었다는데
차마 어서 가라는 그 말은 못하고
나도 뒤돌아서서 눈물만 흘리다
이젠 갔겠지하고 뒤를 돌아보면
아직도 그대는 그 자리에
아직도 그대는 그 자리에",발라드,1997.07.07
212,엄정화,배반의 장미,"처음부터 내겐 없던거야
사랑이란 작은 여유도
그래서인지 난 너무 쉽게
너의 눈빛 속에 빠진걸
길어버린 머릴 자르고서
눈물 맺힌 나를 보았어
거울속의 나는 이제까지
꿈을 꾼듯해
왜 하필 나를 택했니
그 많은 사람들 중에서
그냥 스칠 인연 한번도
원한적 없어
기억하렴 나의 서글픈 모습
새벽녘까지 잠못 이루는 날들
이렇게 후회하는 내모습이
나도 어리석어 보여
어디선가 쉽게 넌 말하겠지
세상의 모든 여잔 너무 쉽다고
상처를 받은 나의 맘 모른 채
넌 웃고 있니 후회하게 될거야
지쳐있던 나의 영혼조차
누군가를 기다렸나봐
너의 따스함에 너무 쉽게
나를 잊었어
왜 하필 나를 택했니
그 많은 사람들 중에서
그냥 스칠 인연 한번도
원한적 없어
기억하렴 나의 서글픈 모습
새벽녘까지 잠 못 이루는 날들
이렇게 후회하는 내 모습이
나도 어리석어 보여
어디선가 쉽게 넌 말하겠지
세상의 모든 여잔 너무 쉽다고
상처를 받은 나의 맘모른 채
넌 웃고 있니 후회하게 될거야",댄스,1997.03.01
213,조용필,바람의 노래,"살면서 듣게될까 언젠가는
바람에 노래를
세월가면 그때는 알게될까
꽃이지는 이유를
나를 떠난 사람들과 만나게될
또 다른 사람들
스쳐가는 인연과 그리움은
어느곳으로 가는가
나의 작은 지혜로는 알수가 없네
내가 아는건 살아가는 방법뿐이야
보다 많은 실패와 고뇌의 시간이
비켜갈 수 없다는 걸 우린 깨달았네
이제 그 해답이 사랑이라면
나는 이 세상 모든 것들을 사랑하겠네

나를 떠난 사람들과 만나게될
또다른 사람들
스쳐가는 인연과 그리움은
어느 곳으로 가는가
나의 작은 지혜로는 알수가 없네
내가 아는건 살아가는 방법뿐이야
보다 많은 실패와 고뇌의 시간이
비켜갈 수 없다는 걸 우린 깨달았네
이제 그 해답이 사랑이라면
나는 이 세상 모든 것들을 사랑하겠네

보다 많은 실패와 고뇌의 시간이
비켜갈 수 없다는 걸 우린 깨달았네
이제 그 해답이 사랑이라면
나는 이 세상 모든 것들을 사랑하겠네
나는 이 세상 모든 것들을 사랑하겠네
이 세상 모든것들을 사랑하겠네",성인가요/트로트,1997.05.01
214,진시몬,애수,"아직도 모르겠어 난 정말

꿈이라 생각해야 하는지

너 떠난 그 길목에서
널 기다리는데

세월 모두 흘러가나
잊혀진건 아닌데

되돌아 오는 그길은
너무나도 멀었어

널 매일 생각했어

보이지 않는
환상을 쫓고있어

그리워 목이 메어
눈물흘려도 눈물닦아도

언젠간 돌아올거라 믿었는데

그대여 제발
내게로 돌아와줘요

내마음 오직 그대뿐인걸

꿈속에서도 눈을 떠봐도
온통 너의모습 그뿐인걸

널 매일 생각했어

보이지 않는
환상을 쫓고있어

그리워 목이 메어
눈물흘려도 눈물닦아도

언젠간 돌아올거라 믿었는데

그대여 제발
내게로 돌아와줘요

내마음 오직 그대뿐인걸

꿈속에서도 눈을 떠봐도
온통 너의모습 그뿐인걸",성인가요/트로트,2004.10.01
