,가수,곡명,가사,장르,발매일
73,박보람,연예할래,"모닝콜은 엄마
대신에 매니저 전화
얼른 나갈게 미안 오빠
신데렐라 마차가
내겐 하얀 카니발
내 유리구두는 예뻐졌다
물광 스모키 매일 다른 얼굴
핑크 옐로우 잘 어울리나요
두근두근 쿵쾅대는
내 마음이 들리나요
연예할래 남 몰래
만나보지 않을래
얼마나 떨리는데
상상했던 모든 것
이뤄 보지 않을래
얼마나 기분 좋은데
지금부터 연애할래
만나지 않을래
아낌없이 보여줄게
하나부터 열까지 기대해요
벌써 모든게 설레이네요
영화는 심야영화
푹 눌러쓴 스냅백
익숙해져야만 할거야
터치는 no 안돼요
보는 눈이 많아서
절대 방심은 하지 말아요
누구에게도 들키지 않게
은근 슬쩍 날 안아줄래요
아직까지 안 믿겨요
내 마음이 보이나요
연예할래 남 몰래
만나보지 않을래
얼마나 떨리는데
상상했던 모든 것
이뤄 보지 않을래
얼마나 기분 좋은데
지금부터 연애할래
만나지 않을래
아낌없이 보여줄게
하나부터 열까지 기대해요
벌써 모든게 설레이네요
Baby don't you wanna star life
네가 원한다면 이뤄질거야
Baby don't you wanna star light
I'm telling you boy
꿈만 같은걸
연예할래 남 몰래
만나보지 않을래
얼마나 떨리는데
상상했던 모든 것
이뤄 보지 않을래
얼마나 기분 좋은데
지금부터 연애할래
만나지 않을래
아낌없이 보여줄게
하나부터 열까지 기대해요
벌써 모든게 설레이네요",댄스,2015.04.23
74,"정승환, 박윤하",슬픔 속에 그댈 지워야만 해,"창가에 불어오는
가을바람은 텅 빈
마음을 스쳐 가는데
차가워진 벽에 기대어
멀리 밝아오는
새벽하늘 바라보아요
보고 싶지만 가까이 갈수 없어
이젠 그대 곁을 떠나가야 해
외로웠었던 나의
메마른 그 두 눈에
크고 따뜻한 사랑을 주었던
그대 곁을 이제 떠나는 것을
후회할지도 모르지만
그댈 사랑하기 때문이야
그대만을 사랑하는 걸
잊을 수는 없지만
슬픔 속에 그댈 지워야만 해
그대 곁을 이제 떠나는 것을
그대 곁을 이제 떠나는 것을
후회할지도 모르지만
그댈 사랑하기 때문이야
그대만을 사랑하는걸
잊을 수는 없지만
잊을 수는 없지만
슬픔 속에 그댈 지워야만 해
사랑하는 그대여 안녕",발라드,2015.01.18
75,"오대천왕 (정형돈, 밴드 혁오)",멋진헛간,"One Two Three Four
걸음마 떼고 젖병을 꽉 쥐고선
하룰 멀다 하고 주린 배를 채웠지
그 작은 엉덩이는 쉴 틈이 없었고
토닥이는 손길에 또 욕심은 부푸네
Hey Hey
시간은 또 금세 흘러
기댈 품을 떠나서
못 찾을 외딴 곳에
멋진 헛간을 지었지
발 디딜 틈도 없이
나름 가득 채웠는데
어느 날 문을 여니
이런 도둑이 들었네
Holy Mama Mama Papa
내 두 눈으로 봤어요
세차게 담았는데
다 텅 비어 있네요
Be Born Again gain gain gain
and gain gain
너무 늦었나 봐요
다시 돌아간다 해도
누가 날 받아 줄라나요
Hey Hey Hey
저린 다릴 부여잡고
난 슬피도 울었어
저 해가 떨어지면
도둑을 잡아야 해
주위를 둘러보다 바닥을 훑어보니
오갔던 발자국이 내꺼 하나뿐이네
Oh Holy Mama Mama Papa
내 두 눈으로 봤어요
세차게 담았는데 다 텅 비어 있네요
Be Born Again gain gain gain
and gain gain
너무 늦었나 봐요
다시 돌아간다 해도
누가 날 받아 줄라나요
Hey Hey Hey
엄마 아빠 이기 다 내 탓이가
내는 잘 모르겠다
내는 진짜 모르겠다
집에 돌아가는 길에
나는 또 후회를 해야 해
어디서부터 망한지를 몰라
다시 돌아가는 일을 반복해야 해
근데 다시 또 생각해봐도
뭐가 뭔지도 잘 모르겠어
아빠 내가 그 탕자인가 봐요
And You'll Say
No No No No No No No
Mama",록/메탈,2015.08.22
76,지누션,한번 더 말해줘 (Feat. 장한나),"오늘도 고민과 걱정에
숙인 고개와 축 처진 어깨
오늘따라 생각이 나
너와 함께였던 예스터데이
Remember
겁 없던 날들이었어
너와 나 단둘이면
저 구름 위로
새처럼 날아갈 듯했지
너란 날개를 단 마음이어서
We back to hit you with the
Jinusean bomb
난 너와 함께면 돼
매일 밤이 토요일 밤
그땐 한숨을 쉬지도
불안하지도 않았잖아
함께 한 매 순간
아직도 널 사랑해
Ooh mi amore
2099년 끝 날까지도
말해줘 사랑한다고
나 없이 넌 하루도 살 수 없다고
말해줘 가지 말라고
어서 말해줘 망설이지 말고
한번 더 말해줘
난 난 난 너만 기쁘면
다 줄 수 있는 기부 천사
난 밤이 오면 클럽에서 너를
저 구름 위로 업되게 할 기분 천사
Uh huh You kids can't do this
올드보이지만
내 발에 New kicks 처럼
Fresh 하게 All day
우린 오늘 더 행복해
오늘 밤은 무슨 밤
지누션 밤
오늘 밤은 무슨 밤
지누션 밤
You know my 전화번호
너를 기다려 수십 년도
그래 우린 아직 젊기에
Jinusean's back up in here
말해줘 사랑한다고
나 없이 넌 하루도 살 수 없다고
말해줘 가지 말라고
어서 말해줘 망설이지 말고
한번 더 말해줘
말해 말해 내게 말해줘야 해 야해
말해 말해 다시 말해줘
더 늦기 전에
컴백 back back to me
돌아서기 전에
컴백 back back to me
더 늦기 전에
컴백 back back to me
돌아서기 전에 말해줘
네 마음을 말해줘
사랑한다고
나 없이 넌 하루도 살 수 없다고
말해줘 가지 말라고
어서 말해줘 망설이지 말고
한번 더 말해줘
말해 말해 내게 말해줘야 해 야해
말해 말해 다시 말해줘
말해 말해 내게 말해줘야 해 야해
말해 말해 다시 말해줘
네 마음을 말해줘",댄스,2015.04.15
77,원더걸스,I Feel You,"내게 걸어놓은 마법이 뭔지
헤어 나오질 못하고 있어
한번도 이런 적이 없이
흔들린 적이 없었던 난데 No
Woo 하루 종일 이래 네 생각에 취해
Woo 기다리기만 해 널 만나러 가게
Woo woo baby 어쩌면 좋아
너 없인 못 살 것만 같아
Woo baby
I Feel You
혼자 있어도 너의 손길이 느껴져
하루 종일 나를 만져
I Feel You
빠져있는데 헤어나올 수가 없어
너에게 달려갈 생각뿐이 없어
점점 더 빠져만 가
점점 더 미쳐만 가
점점 더 어떻게 나
Baby
네 손길이 아직도 나를
스치고 있는 것만 같아
네 목소리가 내 귓가에
계속 속삭이는 것만 같아 No
Woo 하루 종일 이래 네 생각에 취해
Woo 기다리기만 해 널 만나러 가게
Woo woo baby 어쩌면 좋아
너 없인 못 살 것만 같아
Woo baby
I Feel You
혼자 있어도 너의 손길이 느껴져
하루 종일 나를 만져
I Feel You
빠져있는데 헤어나올 수가 없어
너에게 달려갈 생각뿐이 없어
눈 감아도 들려
달콤한 숨결 느껴
그만 날 보고 불 꺼
니 시선이 더 날 붉혀
손발 끝 간질거려와
달아오르는 체온 숨 가빠와
더 이상은 참을 수가 없어 나
이제 Please baby be mine
I Feel You
혼자 있어도 너의 손길이 느껴져
하루 종일 나를 만져
I Feel You
빠져있는데 헤어나올 수가 없어
너에게 달려갈 생각뿐이 없어
점점 더 빠져만 가
점점 더 미쳐만 가
점점 더 어떻게 나
Baby",댄스,2015.08.03
78,걸스데이,링마벨 (Ring My Bell),"A yo wassup
We gonna make it showtime huh
R I N G
Be My Bell
Ring my bell ring ring ring my bell ho
링링마벨 링마벨
링링마벨 링마벨
링링마벨 링마벨
링링 링링 링 링링 링링
널 보자마자 확실해져
네가 오자마자 화끈해져
내 맘 널 향해간다고 오오오오오
따르릉 따르릉 비켜나세요
다른 여자들아 Get out my way
난 꼭 널 가질꺼라고 오오오오오
Tonight oh boy im fall in love
Moon light 저 달을 따라
너와 함께 떠나가고 싶어
링링링 링마벨
머리가 핑핑핑 도는게
가슴이 터질듯해 Oh my boy
say my name baby baby
링링링 링마벨
가슴이 쿵쿵쿵 뛰는게
넌 날 미치게해
난 몰라 몰 몰라
링링마벨 링마벨
링링마벨 링마벨
링링마벨 링마벨
링링 링링 링 링링 링링
이상한 끌림에 떨리는 눈빛
심장에 닿은 듯 짜릿한 울림
뭐에 난 홀려버린 듯 오오오오오오
따르릉 따르릉 비켜나세요
다른 여자들아 Get out my way
난 꼭 널 가질꺼라고 오오오오오
Tonight oh boy im fall in love
Moon light 저 달을 따라
너와 함께 떠나가고 싶어
링링링 링마벨
머리가 핑핑핑 도는게
가슴이 터질듯해 Oh my boy
Say my name baby baby
링링링 링마벨
가슴이 쿵쿵쿵 뛰는게
넌 날 미치게해 난 몰라 몰 몰라
I feel you breathe
I feel you breathe
I feel you breathe
I feel you breathe
의식을 잃은 듯 내 숨소리도 멍해
날 깨워줘요 Ring ring my bell
쿵쾅 거리는 내 심장 넌 날 미치게해
링링링 링마벨
머리가 핑핑핑 도는게
가슴이 터질듯해 Oh my boy
Say my name baby baby
링링링 링마벨
가슴이 쿵쿵쿵 뛰는게
넌 날 미치게해 난 몰라 몰 몰라
링링링 링마벨
머리가 핑핑핑 도는게
가슴이 터질듯해
oh my boy say my name baby baby
링링링 링마벨
가슴이 쿵쿵쿵 뛰는게
넌 날 미치게해 난 몰라 몰 몰라
링링마벨 링마벨 링링마벨 링마벨
링링마벨 링마벨
링링 링링 링 링링 링링",댄스,2015.07.07
79,SG 워너비,가슴 뛰도록,"사랑해 사랑해 사랑해
매일 아침 눈을 뜰 때마다
나를 설레게 하는 사람
나의 심장이 살아 숨쉰다는 걸
가르쳐 주는 사람
벅찬 가슴으로 힘껏 달려가
보고 싶었다고 말할 수 있는
네가 있다는 것 하나만으로
내 하루는 눈부셔
너를 사랑해 가슴이 뛰도록
매일 감사해 눈물이 나도록
내가 태어난 이유
내가 살아갈 이유 너였던 거야
너를 위해 난 존재해
옆에 있단 이유만으로도
어깰 펴지게 하는 사람
빈틈 많은 내 삶을 미소로
가득 채워준 단 한 사람
기쁜 날엔 함께 웃을 수 있고
힘든 날엔 서로 기댈 수 있는
네가 있다는 것 하나만으로
이 세상은 살만해
너를 사랑해 가슴이 뛰도록
매일 감사해 눈물이 나도록
내가 태어난 이유
내가 살아갈 이유 너였던 거야
너를 위해 난 존재해
널 향한 나의 고마움
살아가며 전부 갚아갈게
나의 곁에 있던 모든 날
단 한 점도 후회 없게
사랑해 사랑해 소중한 내 사람
삶의 끝까지 함께할 한 사람
네가 곁에 있는 게 네가
내 사람인 게 너무 감사해
그게 너라서
하루만큼 매일 더 네 맘보다
내가 더 많이 사랑해
가슴 뛰도록 사랑해",발라드,2015.08.19
80,버스커 버스커,벚꽃 엔딩,"그대여 그대여 그대여
그대여 그대여
오늘은 우리 같이 걸어요 이 거리를
밤에 들려오는 자장노래 어떤가요
오예
몰랐던 그대와 단 둘이 손 잡고
알 수 없는 이 떨림과 둘이 걸어요
봄바람 휘날리며
흩날리는 벚꽃 잎이
울려 퍼질 이 거리를
우우 둘이 걸어요
봄바람 휘날리며
흩날리는 벚꽃 잎이
울려 퍼질 이 거리를
우우 둘이 걸어요
오예
그대여 우리 이제 손 잡아요
이 거리에 마침 들려오는
사랑 노래 어떤가요
오예
사랑하는 그대와 단 둘이 손잡고
알 수 없는 이 거리를 둘이 걸어요
봄바람 휘날리며
흩날리는 벚꽃 잎이
울려 퍼질 이 거리를
우우 둘이 걸어요
봄바람 휘날리며
흩날리는 벚꽃 잎이
울려 퍼질 이 거리를
우우 둘이 걸어요
바람 불면 울렁이는 기분 탓에
나도 모르게
바람 불면 저편에서 그대여
니 모습이 자꾸 겹쳐
오 또 울렁이는 기분 탓에
나도 모르게
바람 불면 저편에서 그대여
니 모습이 자꾸 겹쳐
사랑하는 연인들이 많군요
알 수 없는 친구들이 많아요
흩날리는 벚꽃 잎이 많군요 좋아요
봄바람 휘날리며
흩날리는 벚꽃 잎이
울려 퍼질 이 거리를
우우 둘이 걸어요
봄바람 휘날리며
흩날리는 벚꽃 잎이
울려 퍼질 이 거리를
우우 둘이 걸어요
그대여 그대여 그대여
그대여 그대여",록/메탈,2012.03.29
81,"HIGH4 (하이포), 아이유",봄 사랑 벚꽃 말고,"길었던 겨우내 줄곧 품이 좀 남는
밤색 코트
그 속에 나를 쏙 감추고 걸음을
재촉해 걸었어
그런데 사람들 말이 너만 아직도
왜 그러니
그제서야 둘러보니 어느새 봄이
손 잡고 걸을 사람 하나 없는 내게
달콤한 봄바람이 너무해
나만 빼고 다 사랑에 빠져
봄노래를 부르고
꽃잎이 피어나 눈 앞에 살랑거려도
난 다른 얘기가 듣고 싶어
한바탕 휩쓸고 지나가버릴
오오 봄 사랑 벚꽃 말고
봄 사랑 벚꽃 말고
봄 사랑 벚꽃 말고
봄 사랑 벚꽃 말고
손에 닿지도 않을 말로
날 꿈틀거리게 하지 말어
맘 먹고 밖에 나가도
막상 뭐 별 거 있나
손 잡고 걸을 사람 하나 없는 내게
오 사랑노래들이 너무해
나만 빼고 다 사랑에 빠져
봄노래를 부르고
꽃잎이 피어나 눈 앞에 살랑거려도
난 다른 얘기가 듣고 싶어
한바탕 휩쓸고 지나가버릴
오오 봄 사랑 벚꽃 말고
남들보다 절실한 사랑 노래 가사를
불러 봐
수많은 연인들 가운데 왜 나는
혼자만
똑같은 거리와 어제와 같은 옷차림
난 제자린데 왜 세상은 변한 것만
같지
누군가와 봄길을 거닐고 할 필욘
없지만
누구나 한번쯤은 머물고 싶은 그런
기억을
만들고 싶어 떨어지는 벚꽃잎도
엔딩이 아닌 봄의 시작이듯
사실은 요즘 옛날 생각이 나
걷기만 해도 그리워지니까
다시 느낄 수 있나 궁금해지지만
Then you know what
나만 빼고 다 사랑에 빠져
봄노래를 부르고
꽃잎이 피어나 눈 앞에 살랑거려도
난 다른 얘기가 듣고 싶어
한바탕 휩쓸고 지나가버릴
오오 봄 사랑 벚꽃 말고
봄 사랑 벚꽃 말고
봄 사랑 벚꽃 말고
봄 사랑 벚꽃 말고
봄 사랑 벚꽃 말고",발라드,2014.04.08
82,나얼,바람기억,"바람 불어와 내 맘 흔들면
지나간 세월에
두 눈을 감아본다
나를 스치는 고요한 떨림
그 작은 소리에
난 귀를 기울여 본다
내 안에 숨쉬는
커버린 삶의 조각들이
날 부딪혀 지날 때
그 곳을 바라보리라
우리의 믿음
우리의 사랑
그 영원한 약속들을
나 추억한다면 힘차게 걸으리라
우리의 만남
우리의 이별
그 바래진 기억에
나 사랑했다면 미소를 띄우리라
내 안에 있는
모자란 삶의 기억들이
날 부딪혀 지날 때
그 곳을 바라보리라
우리의 믿음
우리의 사랑
그 영원한 약속들을
나 추억한다면 힘차게 걸으리라
우리의 만남
우리의 이별
그 바래진 기억에
나 사랑했다면 미소를 띄우리라",R&B/Soul,2012.09.20
83,SHINee (샤이니),View,"모두 할 말을 잃지 Like you
4차원 이상의 기적의 View
달콤히 찍어 문 빛의 퐁듀
보이기 시작한 음의 색도
예민해진 걸 느껴
뚜렷한 색감과 여섯 번째 감각
Tonight is the night
좀 거칠어도 좋아
더 민감히 굴어봐
더는 숨기지 말아줘
너무 아름다운 다운 다운 다운 View
너무 아름다운 다운 다운 다운 View
더 보여줘 다음 다음 다음 다음 View
너무 아름다운 다운 다운 다운 View
너무 아름다운 다운 다운 그곳으로
너무 아름다운 다운 다운 데려가 줘
더 보여줘 다음 다음 다음
더 보여줘
너무 아름다운 다운 다운 다운 View
저 하늘을 곱게 접는
이 바다를 병에 담는 시간도
편히 걷는 꿈들을 이뤄 난
By my side
상상한 게 뭐든 전부 보여 줄게
이제 말해봐 Yeah yeah
예민해진 걸 느껴
은근한 촉감과 끝없어진 감각
Tonight is the night
이상하대도 좋아
잠들었던 감각의 한계를
넘어선 그 순간
Yeah yeah yeah
너무 아름다운 다운 다운 다운 View
너무 아름다운 다운 다운 다운 View
더 보여줘 다음 다음 다음 다음 View
너무 아름다운 다운 다운 다운 View
너무 아름다운 다운 다운 그곳으로
너무 아름다운 다운 다운 데려가 줘
더 보여줘 다음 다음 다음
더 보여줘
너무 아름다운 다운 다운 다운 View
지루함에 익숙해져
특별함을 잊었잖아
이제 천천히 고개를 들어 줘
내 두 눈에 입 맞춰
너무 아름다운 다운 다운
그곳으로
너무 아름다운 다운 다운
그곳으로
데려가 줘
누구든 처음이겠지 Like you
I feel a thousand senses
별빛의 향과 맛을 본 것도
I’ll never leave you lonely
향기의 무게를 느낀 것도
I won’t let you down
소리의 색과 모양 본 것도",댄스,2015.05.18
84,"댄싱게놈 (유재석, JYP)",I'm So Sexy,"JYP JSY
Collaboration
Let's Go
아무도 모르는 숨겨둔 비밀을
너에게만 말해 줄게
So Sexy
겉으로 보면은 상상도 못하는
내 모습을 보여 줄게
Umm So Sexy
You're So Sexy 너 원래 섹시해
사람들이 잘 몰라 억울해
My Brother 내 눈에는 보이네
오늘 불 태우세
I'm So Sexy Sexy Sexy
이젠 더 이상 감추기 싫어
나는 원래
I'm So Sexy Sexy Sexy
감추려 해도 할 수 없어
나는 원래
I'm So Sexy Sexy Sexy
So Sexy
아무리 감춰도 어떻게 아는지
알아보고 말을 하지
So Sexy
섹시해 너무나
나는 아무것도 안 했는데 어떡하지
So Sexy
You're So Sexy
너는 너무 섹시해
그냥 걷기만 해도 걸음걸이에
Sexy 함이 좔좔 흘러 넘치네
오늘 불 태우세
I'm So Sexy Sexy Sexy
이젠 더 이상 감추기 싫어
나는 원래
I'm So Sexy Sexy Sexy
감추려 해도 할 수 없어
나는 원래
I'm So
I'm So
I'm So Sexy Sexy Sexy
So Sexy
이제 더 이상 감추려고 하지 마
이제 더 이상 감추려고 하지 마
이제 더 이상 감추려고 하지 마
이제 더 이상
I'm So Sexy Sexy Sexy
이젠 더 이상 감추기 싫어
나는 원래
I'm So Sexy Sexy Sexy
No No 감추려 해도 할 수 없어
나는 원래
I'm So Sexy Sexy Sexy
이젠 더 이상 감추기 싫어
나는 원래
I'm So Sexy Sexy Sexy
No No 감추려 해도 할 수 없어
나는 원래
I'm So Sexy Sexy Sexy
So Sexy",댄스,2015.08.22
85,케이윌,꽃이 핀다,"바람꽃이 날리고
해가 길어져 가고
이젠 이 길을
밤새 걸어도 걸어도
손 끝이 시리지가 않아
무거운 너의 이름이
바람에 날아오르다
또 다시 내 발끝에 떨궈져
아직 너도 날 떠나지 않는 걸까
아주 가끔은 널 잊고
하루가 지나고
아주 가끔은 너 아닌
다른 사람을 꿈꿔도
나의 마음에선
너란 꽃이 자꾸 핀다
가슴에 no no no no
아픈 니가 핀다
아무도 모를 만큼만
그리워하며 살았어
소리 내 울었다면 난 지금
너를 조금 더 잊을 수 있었을까
아주 가끔은 널 잊고
하루가 지나고
아주 가끔은 너 아닌
다른 사람을 꿈꿔도
나의 마음에선
너란 꽃이 자꾸 핀다
가슴에 no no no no
아픈 니가 핀다
나의 입술로
너의 마음을 말하다 운다
우리 사랑이 멀리 흩어져 간다
너 하나쯤은
가슴에 묻을 수 있다고
계절 몇 번을 못 지나
잊을 거라 믿었는데
지금 이 거리엔
너를 닮은 꽃이 핀다
또 다시 no no no no
시린 봄이 온다",발라드,2015.03.25
86,"15& (박지민, 백예린)",사랑은 미친짓 (Feat. 칸토 of 트로이),"정말 사랑했다고 애써 포장해도
이미 과거형인 걸
추억이 있다는게 어떻게 위로가 돼
정작 너 없이 혼자인 걸
싫어 결말이 나쁜 영화처럼
뻔한 스포일러
싫어 해피엔딩 이라곤 없는
항상 슬픈 반전
사랑은 정말로 미친 짓
내가 했던 가장 미친 짓
그렇게 울고도 난 또
알면서 또 하는 미친 짓
이 몹쓸 짓
이젠 그만 그만 stop it
난 충분한 걸
시작하는 그 순간부터 미친 짓
헤어지는 마지막까지 미친 짓
내가 아닌 이상한 내가 돼
so crazy so crazy
밤하늘의 별만큼 수 많은 약속
이젠 의미 없는 걸
it's over now
다시 또 누군가를 만나고
알아가는 그런 과정이 너무 벅차
난 더 이상
싫어 현실은 결코 드라마처럼
되진 않는 걸
싫어 더 사랑하면 할수록
불공평한 게임
사랑은 정말로 미친 짓
내가 했던 가장 미친 짓
그렇게 울고도 난 또
알면서 또 하는 미친 짓
이 몹쓸 짓
이젠 그만 그만 stop it
난 충분한 걸
처음엔 좋아
I feel like guap
결말은 항상 별로
너도 알잖아 추한 걸
그 뒤론 sns 몰래 보기
근데 넌 beach 보라 카이
좋아 보여 각종 음식 사진
내 옷장 안에 hood bye air 처럼
우리 사랑도 추억 안에 쌓이네요
이슬을 보충한 다음날
핸드폰을 켜고 이불을 걷어 차
후회를 반복 사랑은 미친 짓 알잖아
사랑은 미친 짓 타버린 가슴
자꾸 데이고 데여도 난 또
알면서 또 하는 미친 짓
이 몹쓸 짓
이젠 그만 그만 stop it
난 충분한 걸
시작하는 그 순간부터 미친 짓
헤어지는 마지막까지 미친 짓
내가 아닌 이상한 내가 돼
so crazy so crazy
사랑은 미친 짓",R&B/Soul,2015.02.09
87,4minute,미쳐,"Yeah I'm the female monster
You know that
Everybody let's get crazy right now
Lego
주변 사람들이 나보고
미친 것 같대
너도 날 보고 지금 좀
미칠 것 같대
이해해 나도 내가 좀
미친 것 같아
난 좀 미친 것처럼
리듬에 맞춰 춤도 춰
한번 떴다 하면 여기저기 난리 나
이 밤이 다 가도록
우리 모두 난리 나
답은 정해져 있어 넌 그저 Ok
그저 아무렇게 그렇게
너도 나도 난리 나
더는 널 외롭게 하지 마
눈앞에 세상에
이제 숨겨온 널 찾아봐 Tonight
미쳐 소리 질러 즐겨 봐
또 이 밤이 가잖아
다 뛰어 흔들어
날 보고 미쳐
C R A Z Y 따라 해
C R A Z Y 모두 다 미쳐
미친 것처럼
그래 미친 것처럼
좀 더 미친 것처럼
미쳐 미친 것처럼
미미 미친 것처럼
이미 미친 것처럼
지금 내게 미친 것처럼
다 같이 다 같이 미쳐
I`m the crazy girl around
here like gossip girl
못 믿겠으면 전화 걸어
Hey call my boyfriend
따라올 수 없는 Class
미쳐 어딜 가든
New York Paris Milano Tokyo London
한번 작정하면 여기저기 난리 나
이 몸이 지나가면
우리 모두 난리 나
답은 정해져 있어 넌 그저 Ok
그저 아무렇게 그렇게
너도 나도 난리 나
더는 널 외롭게 하지 마
눈앞에 세상에
이제 숨겨온 널 찾아봐 Tonight
미쳐 소리 질러 즐겨 봐
또 이 밤이 가잖아
다 뛰어 흔들어
날 보고 미쳐
C R A Z Y 따라 해
C R A Z Y 모두 다 미쳐
미친 것처럼
그래 미친 것처럼
좀 더 미친 것처럼
미쳐 미친 것처럼
미미 미친 것처럼
이미 미친 것처럼
지금 내게 미친 것처럼
다 같이 다 같이 미쳐
넌 내게 미쳐 나만 믿고
넌 내게 미쳐 봐
널 내게 맡겨 나만 믿고
널 내게 맡겨 봐
아무것도 묻지 말고 나와 놀아
오늘만은 따라와
오늘만 날 따라 미친 척해
날 보고 미쳐
C R A Z Y 따라 해
C R A Z Y 모두 다 미쳐
미친 것처럼
그래 미친 것처럼
좀 더 미친 것처럼
미쳐 미친 것처럼
미미 미친 것처럼
이미 미친 것처럼
지금 내게 미친 것처럼
다 같이 다 같이 미쳐",랩/힙합,2015.02.09
88,"키썸 (Kisum), San E (산이), 태완 (Taewan)",슈퍼스타 (Prod. by D.O),"Hello my name K I S U M
뮤직 거꾸로 뒤집어 M U S I K
Hello my name K I S U M
뮤직 거꾸로 뒤집어 M U S I K
All ready 모두들 준비됐어
난 준비됐어
모두를 놀래킬 준비 백퍼
G BUS부터 시작해
쇼미 돈을 거쳐
언랩이 내게 부와 명예를 줬어
외모 신경 끄고
랩이나 연습하라 했던 문스윙스
난 지금 풀스윙
날리지 않고도 두 수위
따끔하게 해준댔지 내 랩 주사기
주사윈 던졌어
이제 랜드마크 건설하지
코리아는 원해
내 세금 포함 유명세
분명해 넌 평생
나한테 한 방도 안 돼
난 한반도론 부족해
올라타지 나로호에
올라가지 우주정복
정복 정복 정복해
내게 설교하지 마
난 Mom 말 아님 안 들어
날 만만하게 봤단 봐라
살벌하게 다 죽여
고개 절대 안 숙여
니들 막말해도 안 죽어
레전드 날 선택했지
누가 와도 안 꿀려 Ho
아무리 가려도
누가 아무리 날 막아도
아무런 소용도 없다는 걸
알게 될 거야
난 이미 빛나 눈부시면 감아
어딘지 난 알아 너의 머리 위야
I will never going down
이거나 먹어 hater
먹어 hater
Always be on top
이거나 먹어 hater
먹어 hater 먹어 hater
I'm the superstar
No matter what
Me versus who ya 대체 누가
No matter what you are
you already know
얼마큼 빛이 나나 봐
I'm superstar
I got a problem
한국 힙합 씬 전체가 다 hate me
damn I feel like a star
all these rapper kids
tying to use my name to get fame
I don't really feel bad
나 역시 그렇게 왔거든
내가 너였어도
날 디스했을 거야 문제는
잘 들어 관종아
I have cash flow
소크라테스보다 정확한 예언
3년 후 너넨 다 멸종
이미 찍은 만랩 so boring
취미는 하드캐리 so sorry
이게 내 최고 겸손이야
살짝 피처링에 존재감
쓸데없이 고퀄
나도 인정 난 극혐
올겨울 따스했지 미운털 파카로
언프리티 M C
Master of Ceremonies
or Move the Crowd
결과는 정규 나옴 알겠지
아무리 가려도
누가 아무리 날 막아도
아무런 소용도 없다는 걸
알게 될 거야
난 이미 빛나 눈부시면 감아
어딘지 난 알아 너의 머리 위야
I will never going down
이거나 먹어 hater
먹어 hater
Always be on top
이거나 먹어 hater
먹어 hater 먹어 hater
I'm the superstar
No matter what
Me versus who ya 대체 누가
No matter what you are
you already know
얼마큼 빛이 나나 봐
I'm superstar",랩/힙합,2015.03.06
89,토이,세 사람 (With 성시경),"많은 사람들 분주한 인사
우리 모두 모인 게 얼마 만인 건지
하얀 드레스
멋있어진 녀석
정말 잘 어울려
오랜 내 친구들 축하해
기억나는지 우리 처음 만난 날
새로운 꿈 시작된 3월의 캠퍼스
어쩌면 그때 나는 알았나 봐
너 때문에 웃고 울게 될 나를
스무살
그 시절
우리 여름날의 멜로디
가슴속에 늘 숨 쉬는 풍경 하나
내 친구 처음 소개하던 날
뭔가 달라 보이던 너의 표정
넌 시작이었나 봐
둘만의 비밀이
닮아있는 말투가
친구라는 슬픈 말이
날 멈추게 만들어
말할 수 없는 나의 고백
용길 낼 수 없던 수많은 날
너의 연인은 내 오랜 친구
축복의 노래 꽃잎 흩날리면
눈부신 너의 모습 얼마나 예쁠까
매일 연습했던 말 이젠 안녕
스무살
그 시절
우리 여름날의 멜로디
아직 우릴 지켜준 나만의 약속
술 취해 혼자 비틀대던 밤
우리 셋 우정 지켜내잔 약속
내겐 사랑이었음을
둘만의 비밀이
닮아있는 말투가
친구라는 슬픈 말이
날 멈추게 만들어
말할 수 없는 나의 고백
용길 낼 수 없던 수많은 날
너의 연인은 내 오랜 친구
너에게 하고 싶은 말 넘쳐흐르는데
너만 보면 내 맘 춤을 추는데
모르는 사이 베어버린 상처가
널 보면 자꾸 아파
저 문이 열린다 그녀가 들어온다
난 고개를 들 수 없어
이렇게 좋은 날에
웃을 수밖에 없는 사람
언제나 날 반기는 두 사람
남겨진 나의 사랑
오 나의 청춘이 멀어진다
두 손 꼭 잡은 채로
그토록 원했던 오늘을
내 소중한 그녀의 내일을
나의 오랜 친구여 부탁해",발라드,2014.11.18
